id,date_listed,project_id,project_name,developer,ortsteil,bezirk,lat,lon,property_type,rooms,area_m2,floor,total_floors,energy_class,completion_year,total_project_units,possession_status,payment_plan,has_lift,has_balcony,has_parking,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
N008161,2022-12-14,NC0181,Gärten Kaulsdorf,Deutsche Wohnen,Kaulsdorf,Marzahn-Hellersdorf,52.50471,13.60066,2_room,2,65.1,7,8,A,2027,120,completed,full_at_handover,True,True,False,Jungfernheide U,U7,255,15.14,318000,4891,343673,5283,3.4
N008162,2025-11-25,NC0007,Atelier Lichterfelde,TAG Immobilien,Lichterfelde,Steglitz-Zehlendorf,52.4369,13.31432,3_room,3,92.4,4,5,B,2026,500,under_construction,off_plan_30_70,True,True,True,Südstern,U7,102,9.82,867000,9385,936400,10136,3.1
N008163,2022-03-20,NC0197,Hofgarten Alt-Treptow,Project Immobilien,Alt-Treptow,Treptow-Köpenick,52.4947,13.44106,1_room,1,30.1,2,5,B,2028,20,under_construction,tranches_quarterly,True,True,True,Warschauer Straße S,Stadtbahn,23,4.91,222000,7382,239630,7973,1.8
N008164,2021-11-01,NC0163,Suites Gesundbrunnen,Adler Group,Gesundbrunnen,Mitte,52.54875,13.37473,2_room,2,65.8,2,4,B,2026,500,under_construction,tranches_quarterly,True,False,True,Friedrichstraße,Stadtbahn,40,3.61,481000,7309,519141,7894,1.1
N008165,2023-02-04,NC0186,Quartier Marienfelde,TAG Immobilien,Marienfelde,Tempelhof-Schöneberg,52.41468,13.37258,1_room,1,32.8,3,4,A_plus,2028,250,completed,off_plan_30_70,True,True,False,Weinmeisterstraße,U8,152,11.3,198000,6052,214187,6536,3.85
N008166,2025-10-05,NC0170,Gärten Tiergarten,ZIEGERT EverEstate,Tiergarten,Mitte,52.51449,13.34122,2_room,2,67.8,5,5,A,2026,120,ready_within_6m,full_at_handover,True,True,False,Westhafen,S Ringbahn,34,2.48,1087000,16035,1173505,17318,3.1
N008167,2024-02-14,NC0144,Carré Adlershof,ZIEGERT EverEstate,Adlershof,Treptow-Köpenick,52.42986,13.53101,4_room,4,134.3,4,4,A,2026,50,ready_within_6m,tranches_quarterly,True,False,True,Rathaus Neukölln,U7,105,14.15,1000000,7450,1080256,8046,3.85
N008168,2024-10-14,NC0079,Towers Weißensee,TAG Immobilien,Weißensee,Pankow,52.55117,13.47499,3_room,3,85.5,3,4,A,2025,250,under_construction,tranches_quarterly,True,True,True,Gesundbrunnen U,U8,73,7.64,645000,7541,696531,8144,3.5
N008169,2022-08-26,NC0133,Kiez Prenzlauer,Trockland,Prenzlauer Berg,Pankow,52.54799,13.43128,3_room,3,52.1,6,6,A,2025,500,under_construction,tranches_quarterly,True,True,True,Potsdamer Platz,U2,73,5.06,633000,12157,683646,13129,3.4
N008170,2022-01-18,NC0026,Hofgarten Schöneberg,Adler Group,Schöneberg,Tempelhof-Schöneberg,52.47404,13.3455,4_room,4,99.4,12,12,A_plus,2027,500,under_construction,off_plan_30_70,True,True,True,Bayerischer Platz,U7,20,5.18,1032000,10387,1115018,11218,1.8
N008171,2021-11-03,NC0087,Lofts Karlshorst,Deutsche Wohnen,Karlshorst,Lichtenberg,52.49211,13.54465,2_room,2,54.8,5,5,A,2026,20,ready_within_6m,tranches_quarterly,True,True,False,Kleistpark,U7,150,11.62,346000,6321,374134,6826,1.1
N008172,2022-11-10,NC0172,Pavillon Gatow,Becken,Gatow,Spandau,52.48549,13.17774,2_room,2,59.1,3,4,A_plus,2027,500,under_construction,full_at_handover,True,False,True,Theodor-Heuss-Platz,U2,82,13.96,373000,6303,402576,6808,3.4
N008173,2025-06-05,NC0050,Domizil Plänterwald,Vonovia,Plänterwald,Treptow-Köpenick,52.47719,13.46661,2_room,2,48.5,3,5,A_plus,2027,250,under_construction,70_30,True,False,True,Hermannplatz U8,U8,41,7.43,377000,7771,407028,8393,3.3
N008174,2023-11-26,NC0165,Domizil Mitte,GHL Berlin,Mitte (Ort),Mitte,52.52932,13.40105,4_room,4,97.8,4,5,B,2025,250,under_construction,off_plan_30_70,True,False,False,Rosenthaler Platz,U8,7,2.14,1099000,11241,1186846,12141,4.1
N008175,2022-02-07,NC0190,Kiez Frohnau,Investa Real Estate,Frohnau,Reinickendorf,52.6304,13.28628,3_room,3,100.7,1,5,B,2026,500,ready_within_6m,70_30,True,True,True,Jungfernheide U,U7,131,14.11,696000,6909,751350,7461,1.8
N008176,2021-05-13,NC0137,Heimat Marienfelde,Bauwert,Marienfelde,Tempelhof-Schöneberg,52.3999,13.36101,2_room,2,47.7,4,6,A_plus,2027,250,completed,70_30,True,True,True,Moritzplatz,U8,146,12.99,279000,5843,300972,6311,1.1
N008177,2023-08-19,NC0132,Heimat Friedrichshagen,STADT UND LAND,Friedrichshagen,Treptow-Köpenick,52.4624,13.61503,4_room,4,112.9,5,5,B,2027,20,under_construction,70_30,True,True,True,Schönleinstraße,U8,162,17.15,852000,7545,919642,8148,4.1
N008178,2025-01-02,NC0048,Carré Karlshorst,ZIEGERT EverEstate,Karlshorst,Lichtenberg,52.48853,13.53009,3_room,3,76.9,5,8,B,2028,120,ready_within_6m,70_30,False,True,False,Yorckstraße,U7,124,10.77,589000,7665,636307,8278,3.3
N008179,2026-04-26,NC0009,Atelier Malchow,Bonava,Malchow,Lichtenberg,52.57542,13.48677,2_room,2,68.6,3,6,B,2027,500,under_construction,tranches_quarterly,True,True,True,Möckernbrücke,U1,132,9.88,378000,5502,407879,5942,3.1
N008180,2025-02-20,NC0063,Carré Dahlem,GAGFAH,Dahlem,Steglitz-Zehlendorf,52.45761,13.29771,1_room,1,44.5,0,4,A_plus,2027,500,completed,full_at_handover,True,True,True,Südkreuz,S Ringbahn,60,8.48,662000,14868,715103,16057,3.3
N008181,2023-07-20,NC0168,Häuser Friedrichsfelde,Investa Real Estate,Friedrichsfelde,Lichtenberg,52.51258,13.52574,1_room,1,36.6,12,12,A_plus,2027,50,ready_within_6m,tranches_quarterly,True,True,True,Mendelssohn-Bartholdy,U2,133,10.03,246000,6719,265323,7257,4.1
N008182,2023-06-08,NC0172,Pavillon Gatow,Becken,Gatow,Spandau,52.48549,13.17774,3_room,3,90.0,4,8,A_plus,2027,500,ready_within_6m,70_30,True,False,True,Schöneberg S,S Ringbahn,148,13.96,499000,5551,539270,5995,3.85
N008183,2024-04-16,NC0155,Höfe Wittenau,Bonava,Wittenau,Reinickendorf,52.5831,13.33203,3_room,3,95.7,6,6,A_plus,2026,20,under_construction,full_at_handover,True,False,False,Rathaus Reinickendorf,U8,2,8.04,512000,5347,552447,5775,3.85
N008184,2022-07-07,NC0110,Gärten Kladow,Deutsche Wohnen,Kladow,Spandau,52.45323,13.15348,2_room,2,72.6,1,5,B,2026,250,ready_within_6m,full_at_handover,True,True,True,Parchimer Allee,U7,243,16.72,461000,6352,497865,6860,3.4
N008185,2021-03-12,NC0167,Pavillon Märkisches,Adler Group,Märkisches Viertel,Reinickendorf,52.6039,13.34777,1_room,1,43.5,1,4,A,2027,50,under_construction,70_30,True,True,False,Jungfernheide S,S Ringbahn,107,9.95,211000,4862,228413,5251,1.1
N008186,2025-01-31,NC0038,Suites Biesdorf,Gewobag,Biesdorf,Marzahn-Hellersdorf,52.50544,13.53624,4_room,4,135.6,1,6,A_plus,2027,120,under_construction,off_plan_30_70,True,True,True,Altstadt Spandau,U7,275,10.8,630000,4648,680565,5020,3.3
N008187,2021-07-21,NC0065,Quartier Charlottenburg-Nord,STADT UND LAND,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.53908,13.29036,2_room,2,66.2,8,8,B,2025,500,completed,full_at_handover,True,True,False,Mierendorffplatz,U7,18,6.43,503000,7603,543730,8212,1.1
N008188,2021-04-11,NC0056,Suites Waidmannslust,Groth Gruppe,Waidmannslust,Reinickendorf,52.60196,13.33477,5_room_plus,5,134.3,4,5,A,2026,500,ready_within_6m,full_at_handover,True,False,False,Karl-Bonhoeffer-Nervenklinik,U8,24,9.96,723000,5386,781221,5816,1.1
N008189,2022-09-19,NC0002,Towers Lichtenrade,Project Immobilien,Lichtenrade,Tempelhof-Schöneberg,52.39856,13.41426,1_room,1,32.5,4,5,A_plus,2026,500,under_construction,70_30,True,False,True,Zwickauer Damm,U7,69,13.32,189000,5805,203722,6269,3.4
N008190,2024-04-07,NC0194,Kiez Treptow,STADT UND LAND,Treptow,Treptow-Köpenick,52.48921,13.46413,2_room,2,46.6,6,6,A,2024,20,completed,tranches_quarterly,True,False,True,Botanischer Garten,S1,147,6.58,340000,7298,367133,7882,3.85
N008191,2024-03-24,NC0120,Kiez Moabit,STADT UND LAND,Moabit,Mitte,52.52846,13.34076,2_room,2,80.5,3,4,B,2025,20,under_construction,70_30,True,True,True,Pankow U2,U2,76,2.84,828000,10289,894142,11113,3.85
N008192,2022-10-14,NC0016,Carré Plänterwald,Investa Real Estate,Plänterwald,Treptow-Köpenick,52.48962,13.47076,2_room,2,52.3,5,5,A,2027,20,completed,70_30,True,True,False,Sonnenallee,S Ringbahn,27,6.96,354000,6773,382394,7315,3.4
N008193,2022-04-03,NC0042,Lofts Westend,Groth Gruppe,Westend,Charlottenburg-Wilmersdorf,52.51538,13.27405,1_room,1,43.9,4,4,A_plus,2025,250,ready_within_6m,tranches_quarterly,True,False,False,Gleisdreieck,U1,84,7.01,509000,11587,549558,12514,1.8
N008194,2025-03-22,NC0110,Gärten Kladow,Deutsche Wohnen,Kladow,Spandau,52.45323,13.15348,5_room_plus,5,205.7,0,4,A,2026,250,under_construction,tranches_quarterly,True,True,False,Mohrenstraße,U2,211,16.72,1174000,5707,1267932,6164,3.3
N008195,2024-05-03,NC0182,Atelier Charlottenburg-Nord,Gewobag,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.53897,13.29286,2_room,2,72.2,2,5,A_plus,2026,20,under_construction,70_30,True,True,False,Bismarckstraße,U7,37,6.27,586000,8121,633380,8771,3.85
N008196,2024-09-22,NC0163,Suites Gesundbrunnen,Adler Group,Gesundbrunnen,Mitte,52.54875,13.37473,2_room,2,66.8,2,4,A,2026,500,under_construction,70_30,True,True,False,Bellevue,Stadtbahn,44,3.61,534000,8002,577025,8642,3.5
N008197,2023-04-06,NC0112,Domizil Heiligensee,Gewobag,Heiligensee,Reinickendorf,52.61741,13.23483,5_room_plus,5,161.1,0,4,A_plus,2026,120,under_construction,full_at_handover,True,True,False,Paracelsus-Bad,U8,113,14.82,898000,5573,969779,6018,3.85
N008198,2025-10-03,NC0179,Heimat Borsigwalde,Vonovia,Borsigwalde,Reinickendorf,52.59623,13.30575,1_room,1,50.7,4,6,A_plus,2027,50,under_construction,full_at_handover,True,True,True,Altstadt Spandau,U7,118,10.13,323000,6376,349219,6886,3.1
N008199,2024-11-17,NC0191,Pavillon Schmargendorf,GHL Berlin,Schmargendorf,Charlottenburg-Wilmersdorf,52.47336,13.30436,1_room,1,33.6,6,8,B,2027,20,under_construction,tranches_quarterly,True,True,True,Konstanzer Straße,U7,31,6.89,363000,10796,391809,11659,3.5
N008200,2023-08-29,NC0023,Suites Treptow,Bauwert,Treptow,Treptow-Köpenick,52.48618,13.45647,1_room,1,32.7,3,4,A_plus,2026,120,under_construction,70_30,True,True,True,Rathaus Neukölln,U7,22,6.3,255000,7802,275306,8426,4.1
N008201,2026-03-08,NC0190,Kiez Frohnau,Investa Real Estate,Frohnau,Reinickendorf,52.6304,13.28628,1_room,1,37.1,3,6,A,2026,500,ready_within_6m,off_plan_30_70,True,True,False,Rosa-Luxemburg-Platz,U2,176,14.11,282000,7611,304565,8220,3.1
N008202,2021-01-21,NC0008,Lofts Kreuzberg,Stofanel,Kreuzberg,Friedrichshain-Kreuzberg,52.4994,13.39863,3_room,3,67.1,1,5,A,2025,500,under_construction,tranches_quarterly,True,False,True,Spittelmarkt,U2,22,2.35,775000,11556,836872,12481,1.1
N008203,2025-06-21,NC0142,Wohnen Tempelhof,Vonovia,Tempelhof,Tempelhof-Schöneberg,52.47691,13.3808,2_room,2,54.7,3,6,A_plus,2028,50,under_construction,off_plan_30_70,True,True,False,Mendelssohn-Bartholdy,U2,43,4.39,407000,7439,439498,8035,3.3
N008204,2024-05-07,NC0194,Kiez Treptow,STADT UND LAND,Treptow,Treptow-Köpenick,52.48921,13.46413,2_room,2,71.5,1,4,A,2024,20,under_construction,70_30,True,True,True,Brandenburger Tor S,S1,84,6.58,553000,7737,597269,8356,3.85
N008205,2026-02-02,NC0074,Domizil Köpenick,Groth Gruppe,Köpenick (Ort),Treptow-Köpenick,52.45197,13.59347,2_room,2,60.5,0,5,A_plus,2028,120,under_construction,tranches_quarterly,True,True,True,Landsberger Allee,S Ringbahn,145,16.27,516000,8534,557216,9217,3.1
N008206,2025-02-18,NC0116,Heimat Frohnau,Adler Group,Frohnau,Reinickendorf,52.63763,13.28808,1_room,1,29.5,4,12,A_plus,2026,250,under_construction,full_at_handover,False,True,False,Lichterfelde West,S1,277,14.79,210000,7132,227101,7703,3.3
N008207,2024-12-17,NC0064,Kiez Plänterwald,Stofanel,Plänterwald,Treptow-Köpenick,52.48239,13.47212,2_room,2,54.7,6,8,A,2028,120,under_construction,tranches_quarterly,True,True,True,Treptower Park,S Ringbahn,21,7.42,380000,6955,410637,7511,3.5
N008208,2021-05-05,NC0080,Höfe Mitte,Project Immobilien,Mitte (Ort),Mitte,52.51973,13.42461,4_room,4,111.4,5,6,A_plus,2026,50,completed,tranches_quarterly,True,True,False,Märkisches Museum,U2,22,3.2,1195000,10722,1290292,11580,1.1
N008209,2023-09-27,NC0200,Towers Treptow,GHL Berlin,Treptow,Treptow-Köpenick,52.49694,13.47907,2_room,2,72.0,3,6,A_plus,2028,500,under_construction,70_30,True,True,True,Jakob-Kaiser-Platz,U7,170,7.19,536000,7447,578865,8043,4.1
N008210,2021-02-05,NC0144,Carré Adlershof,ZIEGERT EverEstate,Adlershof,Treptow-Köpenick,52.42986,13.53101,4_room,4,111.3,3,8,A_plus,2026,50,ready_within_6m,tranches_quarterly,True,True,False,Johannisthaler Chaussee,U7,67,14.15,667000,5992,719978,6471,1.1
N008211,2023-06-06,NC0176,Heimat Spandau,Adler Group,Spandau (Ort),Spandau,52.53613,13.20092,4_room,4,115.0,1,4,A,2027,500,completed,tranches_quarterly,True,True,True,Rathaus Spandau,U7,7,12.16,745000,6483,805008,7002,3.85
N008212,2025-06-27,NC0027,Park Hohenschönhausen,Stofanel,Hohenschönhausen,Lichtenberg,52.56406,13.51623,1_room,1,27.1,3,5,B,2027,500,under_construction,70_30,True,True,False,Anhalter Bahnhof,S1,141,10.77,129000,4762,139281,5143,3.3
N008213,2021-11-29,NC0008,Lofts Kreuzberg,Stofanel,Kreuzberg,Friedrichshain-Kreuzberg,52.4994,13.39863,2_room,2,59.4,1,6,A,2025,500,under_construction,off_plan_30_70,True,True,True,Kottbusser Tor,U1,22,2.35,656000,11055,708635,11939,1.1
N008214,2023-12-02,NC0162,Lofts Moabit,Becken,Moabit,Mitte,52.53113,13.34221,2_room,2,68.1,4,12,A,2025,50,under_construction,tranches_quarterly,True,True,True,Gesundbrunnen U,U8,48,2.91,592000,8691,639145,9386,4.1
N008215,2023-12-06,NC0128,Lofts Lübars,Trockland,Lübars,Reinickendorf,52.60422,13.36301,2_room,2,67.0,4,4,B,2025,50,ready_within_6m,70_30,True,True,True,Gesundbrunnen S,S Ringbahn,78,9.83,413000,6163,445857,6656,4.1
N008216,2023-12-11,NC0185,Domizil Nikolassee,GAGFAH,Nikolassee,Steglitz-Zehlendorf,52.43952,13.19798,2_room,2,74.7,9,12,A_plus,2026,500,completed,full_at_handover,True,True,True,Hermannplatz,U7,196,14.87,930000,12442,1004395,13437,4.1
N008217,2022-02-13,NC0081,Residenz Hohenschönhausen,Deutsche Wohnen,Hohenschönhausen,Lichtenberg,52.56953,13.50701,2_room,2,73.4,4,4,A,2025,120,completed,off_plan_30_70,True,True,True,Schönhauser Allee,S Ringbahn,86,10.56,414000,5647,447513,6099,1.8
N008218,2023-05-13,NC0141,Allee Prenzlauer,Adler Group,Prenzlauer Berg,Pankow,52.54883,13.43711,3_room,3,90.7,4,5,A,2024,120,under_construction,full_at_handover,True,True,True,Landsberger Allee,S Ringbahn,44,5.41,1117000,12315,1206116,13300,3.85
N008219,2025-03-12,NC0011,Höfe Plänterwald,Berlinovo,Plänterwald,Treptow-Köpenick,52.47507,13.48331,5_room_plus,5,118.2,2,6,A,2026,250,under_construction,70_30,True,True,True,Schlesisches Tor,U1,52,8.49,946000,8003,1021743,8643,3.3
N008220,2025-09-19,NC0111,Park Halensee,Berlinovo,Halensee,Charlottenburg-Wilmersdorf,52.49528,13.29473,3_room,3,60.0,5,6,A,2027,120,under_construction,70_30,True,True,True,Wilmersdorfer Straße,U7,23,6.08,697000,11618,752435,12547,3.1
N008221,2024-04-24,NC0108,Domizil Marienfelde,Vonovia,Marienfelde,Tempelhof-Schöneberg,52.41185,13.36136,1_room,1,39.4,6,6,A_plus,2028,20,under_construction,off_plan_30_70,True,True,True,Bundesplatz,S Ringbahn,95,11.67,252000,6385,271795,6896,3.85
N008222,2022-03-11,NC0124,Living Frohnau,Becken,Frohnau,Reinickendorf,52.64147,13.27658,1_room,1,40.5,2,5,A,2027,50,under_construction,70_30,True,True,False,Berliner Straße,U7,218,15.5,284000,7007,306603,7567,1.8
N008223,2022-07-04,NC0196,Park Friedenau,Becken,Friedenau,Tempelhof-Schöneberg,52.47282,13.31858,3_room,3,72.9,4,4,B,2025,50,under_construction,70_30,True,True,False,Heidelberger Platz,S Ringbahn,14,6.28,689000,9448,744138,10204,3.4
N008224,2023-05-10,NC0182,Atelier Charlottenburg-Nord,Gewobag,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.53897,13.29286,3_room,3,101.1,3,8,A,2026,20,completed,tranches_quarterly,True,True,False,Jungfernheide U,U7,5,6.27,851000,8418,919358,9091,3.85
N008225,2024-08-29,NC0058,Gärten Britz,Gewobag,Britz,Neukölln,52.45139,13.44651,2_room,2,39.5,3,6,A,2026,500,under_construction,full_at_handover,True,True,False,Neukölln S,S Ringbahn,21,8.59,238000,6019,256689,6501,3.5
N008226,2023-02-13,NC0129,Towers Lichtenberg,Bonava,Lichtenberg (Ort),Lichtenberg,52.51995,13.4866,3_room,3,101.5,0,4,A_plus,2025,20,under_construction,full_at_handover,True,False,True,Storkower Straße,S Ringbahn,16,7.38,693000,6825,748026,7371,3.85
N008227,2022-06-05,NC0198,Suites Steglitz,Diamona & Harnisch,Steglitz,Steglitz-Zehlendorf,52.44761,13.32587,3_room,3,57.7,4,4,B,2026,500,ready_within_6m,full_at_handover,True,False,True,Hohenzollerndamm S,S Ringbahn,55,8.41,519000,9007,561031,9727,1.8
N008228,2023-10-09,NC0090,Pavillon Kladow,Diamona & Harnisch,Kladow,Spandau,52.44679,13.13695,1_room,1,44.4,1,5,B,2026,120,under_construction,full_at_handover,True,True,True,Ruhleben,U2,137,18.04,263000,5919,283991,6393,4.1
N008229,2021-04-12,NC0114,Platz Plänterwald,Bonava,Plänterwald,Treptow-Köpenick,52.48018,13.46795,4_room,4,129.6,4,6,A_plus,2028,250,completed,tranches_quarterly,True,True,False,Gneisenaustraße,U7,64,7.31,880000,6788,950086,7332,1.1
N008230,2024-09-25,NC0064,Kiez Plänterwald,Stofanel,Plänterwald,Treptow-Köpenick,52.48239,13.47212,1_room,1,38.6,5,6,A,2028,120,ready_within_6m,tranches_quarterly,True,True,False,Schönleinstraße,U8,44,7.42,298000,7736,322296,8355,3.5
N008231,2023-01-25,NC0069,Pavillon Britz,Groth Gruppe,Britz,Neukölln,52.44972,13.44916,1_room,1,38.2,4,5,A_plus,2024,20,under_construction,tranches_quarterly,True,True,False,Blaschkoallee,U7,13,8.84,226000,5917,243895,6390,3.85
N008232,2023-07-01,NC0154,Suites Rummelsburg,Stofanel,Rummelsburg,Lichtenberg,52.5072,13.48355,1_room,1,34.4,8,8,A,2027,120,under_construction,full_at_handover,True,True,False,Rathaus Neukölln,U7,49,7.23,259000,7509,279259,8110,4.1
N008233,2024-04-14,NC0176,Heimat Spandau,Adler Group,Spandau (Ort),Spandau,52.53613,13.20092,2_room,2,53.3,5,5,A_plus,2027,500,under_construction,70_30,True,True,False,Rathaus Spandau,U7,0,12.16,268000,5035,289579,5437,3.85
N008234,2022-06-16,NC0096,Living Lichterfelde,Bauwert,Lichterfelde,Steglitz-Zehlendorf,52.43371,13.30574,3_room,3,75.1,0,8,A,2025,50,under_construction,tranches_quarterly,True,True,True,Rathaus Neukölln,U7,133,10.4,791000,10532,854560,11375,1.8
N008235,2025-09-05,NC0068,Atelier Friedrichshain,Investa Real Estate,Friedrichshain,Friedrichshain-Kreuzberg,52.5188,13.44086,1_room,1,29.0,1,4,A_plus,2026,250,completed,off_plan_30_70,True,True,False,Pankstraße,U8,59,4.28,337000,11648,364355,12580,3.1
N008236,2025-12-24,NC0056,Suites Waidmannslust,Groth Gruppe,Waidmannslust,Reinickendorf,52.60196,13.33477,5_room_plus,5,136.1,2,5,B,2026,500,under_construction,70_30,True,True,True,Residenzstraße,U8,57,9.96,821000,6034,886889,6517,3.1
N008237,2026-04-26,NC0032,Suites Hermsdorf,Bonava,Hermsdorf,Reinickendorf,52.6215,13.30255,2_room,2,36.4,2,6,A_plus,2026,250,ready_within_6m,tranches_quarterly,True,True,False,Bellevue,Stadtbahn,148,12.75,261000,7167,282040,7741,3.1
N008238,2026-02-16,NC0179,Heimat Borsigwalde,Vonovia,Borsigwalde,Reinickendorf,52.59623,13.30575,1_room,1,37.1,1,6,A,2027,50,under_construction,off_plan_30_70,True,True,True,Wittenau U,U8,21,10.13,236000,6364,254932,6873,3.1
N008239,2022-02-12,NC0196,Park Friedenau,Becken,Friedenau,Tempelhof-Schöneberg,52.47282,13.31858,5_room_plus,5,137.1,4,8,A,2025,50,ready_within_6m,full_at_handover,True,True,False,Heidelberger Platz,S Ringbahn,13,6.28,1407000,10263,1519217,11084,1.8
N008240,2024-04-07,NC0042,Lofts Westend,Groth Gruppe,Westend,Charlottenburg-Wilmersdorf,52.51538,13.27405,3_room,3,94.8,1,4,A,2025,250,under_construction,off_plan_30_70,True,True,True,Siemensdamm,U7,31,7.01,924000,9743,997711,10522,3.85
N008241,2023-02-27,NC0187,Pavillon Westend,STADT UND LAND,Westend,Charlottenburg-Wilmersdorf,52.51536,13.2706,5_room_plus,5,201.6,4,8,B,2028,50,completed,70_30,True,True,True,Kleistpark,U7,86,7.25,2127000,10552,2296910,11396,3.85
N008242,2021-08-30,NC0137,Heimat Marienfelde,Bauwert,Marienfelde,Tempelhof-Schöneberg,52.3999,13.36101,4_room,4,126.1,7,8,A,2027,250,under_construction,off_plan_30_70,True,True,False,Lichterfelde West,S1,73,12.99,634000,5031,684903,5433,1.1
N008243,2021-10-28,NC0160,Living Lichtenberg,ZIEGERT EverEstate,Lichtenberg (Ort),Lichtenberg,52.51241,13.51012,1_room,1,40.4,4,12,A,2028,120,completed,tranches_quarterly,True,False,False,Märkisches Museum,U2,87,8.97,232000,5733,250145,6191,1.1
N008244,2022-09-08,NC0131,Quartier Köpenick,ZIEGERT EverEstate,Köpenick (Ort),Treptow-Köpenick,52.45361,13.56559,4_room,4,77.8,7,8,A_plus,2025,250,under_construction,off_plan_30_70,True,True,True,Karl-Marx-Straße,U7,107,14.51,555000,7137,599844,7708,3.4
N008245,2025-04-19,NC0103,Höfe Falkenberg,Project Immobilien,Falkenberg,Lichtenberg,52.58312,13.53218,2_room,2,59.4,6,6,A,2027,120,under_construction,70_30,True,True,False,Zoologischer Garten S,Stadtbahn,191,12.82,270000,4540,291311,4903,3.3
N008246,2024-04-05,NC0010,Residenz Siemensstadt,STADT UND LAND,Siemensstadt,Spandau,52.53179,13.26106,2_room,2,71.8,3,8,A,2025,250,under_construction,70_30,True,True,False,Karl-Bonhoeffer-Nervenklinik,U8,100,8.08,382000,5321,412816,5746,3.85
N008247,2023-03-27,NC0102,Living Müggelheim,Buwog,Müggelheim,Treptow-Köpenick,52.41239,13.68166,2_room,2,63.4,5,5,A,2027,250,under_construction,off_plan_30_70,True,True,False,Uhlandstraße,U1,316,23.61,387000,6103,417860,6591,3.85
N008248,2021-08-13,NC0025,Kiez Köpenick,STADT UND LAND,Köpenick (Ort),Treptow-Köpenick,52.44686,13.56094,2_room,2,72.5,0,5,A_plus,2027,500,under_construction,full_at_handover,True,True,False,Bellevue,Stadtbahn,202,14.62,474000,6544,512182,7067,1.1
N008249,2025-11-18,NC0001,Pavillon Moabit,STADT UND LAND,Moabit,Mitte,52.53672,13.34552,1_room,1,33.6,4,6,B,2028,120,under_construction,full_at_handover,True,False,True,Nollendorfplatz,U1,51,3.15,366000,10892,395234,11763,3.1
N008250,2025-05-14,NC0068,Atelier Friedrichshain,Investa Real Estate,Friedrichshain,Friedrichshain-Kreuzberg,52.5188,13.44086,2_room,2,48.1,9,12,A_plus,2026,250,under_construction,off_plan_30_70,False,True,True,Neukölln S,S Ringbahn,75,4.28,622000,12928,671283,13962,3.3
N008251,2021-04-12,NC0082,Gärten Lankwitz,Trockland,Lankwitz,Steglitz-Zehlendorf,52.4392,13.34618,2_room,2,53.3,0,8,A,2026,50,completed,off_plan_30_70,True,True,True,Grenzallee,U7,91,8.84,444000,8339,479578,9006,1.1
N008252,2026-03-04,NC0144,Carré Adlershof,ZIEGERT EverEstate,Adlershof,Treptow-Köpenick,52.42986,13.53101,2_room,2,64.9,3,4,A,2026,50,under_construction,off_plan_30_70,True,True,True,Beusselstraße,S Ringbahn,214,14.15,482000,7434,520905,8028,3.1
N008253,2024-05-04,NC0174,Atelier Baumschulenweg,Project Immobilien,Baumschulenweg,Treptow-Köpenick,52.46587,13.47431,2_room,2,76.7,1,6,A,2028,50,under_construction,off_plan_30_70,True,True,False,Mexikoplatz,S1,207,8.62,550000,7168,593778,7741,3.85
N008254,2025-03-31,NC0028,Quartier Pankow,Stofanel,Pankow (Ort),Pankow,52.56446,13.40181,2_room,2,62.2,3,4,B,2027,500,under_construction,full_at_handover,True,True,False,Mierendorffplatz,U7,99,5.6,560000,9004,605152,9724,3.3
N008255,2021-08-23,NC0054,Heimat Dahlem,Vonovia,Dahlem,Steglitz-Zehlendorf,52.45288,13.27761,5_room_plus,5,190.2,2,5,B,2025,500,completed,off_plan_30_70,True,True,True,Schöneberg S,S Ringbahn,75,9.78,1968000,10345,2125220,11173,1.1
N008256,2022-08-06,NC0161,Lofts Gesundbrunnen,Vonovia,Gesundbrunnen,Mitte,52.54639,13.40089,3_room,3,90.9,2,5,A,2027,20,under_construction,tranches_quarterly,True,True,False,Jannowitzbrücke,Stadtbahn,49,3.7,783000,8607,845214,9295,3.4
N008257,2026-02-22,NC0020,Wohnen Moabit,Trockland,Moabit,Mitte,52.53114,13.34035,2_room,2,59.9,5,12,B,2024,50,under_construction,full_at_handover,True,True,False,Beusselstraße,S Ringbahn,11,3.02,520000,8688,561742,9383,3.1
N008258,2026-01-16,NC0160,Living Lichtenberg,ZIEGERT EverEstate,Lichtenberg (Ort),Lichtenberg,52.51241,13.51012,2_room,2,56.9,0,5,A,2028,120,ready_within_6m,full_at_handover,True,True,False,Ostbahnhof,Stadtbahn,64,8.97,380000,6690,410923,7226,3.1
N008259,2024-04-10,NC0058,Gärten Britz,Gewobag,Britz,Neukölln,52.45139,13.44651,2_room,2,75.9,5,5,B,2026,500,ready_within_6m,70_30,True,False,True,Pankow U2,U2,160,8.59,485000,6394,524129,6906,3.85
