id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,year_built,building_era,energy_class,position,condition,has_lift,has_balcony,has_cellar,has_parking,transit_station,transit_line,transit_distance_min,transit_distance_type,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
S038144,2024-10-02,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51341,13.30614,1_room,1,41.5,4,4,2012,new_post_2010,A,vorderhaus,kernsaniert,True,False,False,False,Hohenzollerndamm S,S Ringbahn,19,tram_bus,4.85,467000,11252,504331,12152,3.5
S038145,2024-07-28,Halensee,Charlottenburg-Wilmersdorf,high,52.50397,13.30662,4_room,4,116.4,3,5,1959,post_war_1949_1990,H,hinterhaus,saniert,False,False,False,False,Berlin Hauptbahnhof,Stadtbahn,32,tram_bus,5.0,500000,4292,539754,4636,3.5
S038146,2024-06-24,Mahlsdorf,Marzahn-Hellersdorf,low,52.49534,13.62302,1_room,1,38.6,0,3,1983,post_war_1949_1990,B,gartenhaus,kernsaniert,False,True,True,False,Rosa-Luxemburg-Platz,U2,62,tram_bus,16.77,81000,2107,87834,2276,3.85
S038147,2020-10-07,Lübars,Reinickendorf,medium,52.60627,13.35121,2_room,2,54.9,4,5,2024,new_post_2010,A,hinterhaus,kernsaniert,True,True,True,True,Karl-Bonhoeffer-Nervenklinik,U8,16,tram_bus,10.16,332000,6052,359060,6536,1.1
S038148,2021-04-27,Gesundbrunnen,Mitte,medium,52.55305,13.39298,2_room,2,72.3,1,3,1973,post_war_1949_1990,E,seitenflügel,kernsaniert,False,True,False,False,Nollendorfplatz,U1,26,tram_bus,4.21,255000,3530,275827,3812,1.1
S038149,2023-06-12,Biesdorf,Marzahn-Hellersdorf,low,52.50853,13.55206,4_room,4,150.2,0,6,2023,new_post_2010,C,vorderhaus,kernsaniert,True,True,False,False,Ostkreuz,S Ringbahn,29,tram_bus,11.83,625000,4164,675337,4498,3.85
S038150,2025-04-08,Wannsee,Steglitz-Zehlendorf,high,52.42578,13.15983,3_room,3,85.6,3,8,1923,altbau_pre_1949,F,vorderhaus,saniert,False,True,True,True,Wannsee,S1,3,walk,17.86,599000,6993,646550,7553,3.3
S038151,2021-11-13,Steglitz,Steglitz-Zehlendorf,medium,52.45288,13.33216,3_room,3,85.8,6,8,1884,altbau_pre_1949,E,vorderhaus,kernsaniert,False,True,True,False,Hausvogteiplatz,U2,36,tram_bus,7.7,530000,6174,572229,6668,1.1
S038152,2021-06-06,Grunewald,Charlottenburg-Wilmersdorf,high,52.48227,13.24946,2_room,2,69.2,2,6,2010,new_post_2010,A,hinterhaus,modernisiert,True,True,False,False,Innsbrucker Platz,S Ringbahn,33,tram_bus,9.47,539000,7793,582497,8416,1.1
S038153,2024-10-14,Heiligensee,Reinickendorf,medium,52.62723,13.23896,2_room,2,64.9,3,5,1934,altbau_pre_1949,G,seitenflügel,renoviert,False,True,False,False,Mierendorffplatz,U7,47,tram_bus,15.49,162000,2491,174702,2690,3.5
S038154,2020-01-28,Marzahn,Marzahn-Hellersdorf,low,52.5593,13.5628,2_room,2,53.4,1,3,1958,post_war_1949_1990,F,seitenflügel,kernsaniert,False,True,False,True,Neukölln S,S Ringbahn,51,tram_bus,13.4,72000,1356,78160,1464,1.1
S038155,2025-11-04,Lankwitz,Steglitz-Zehlendorf,medium,52.42982,13.36691,2_room,2,41.6,1,3,1963,post_war_1949_1990,D,seitenflügel,renovierungsbedürftig,False,False,False,False,Karl-Marx-Straße,U7,36,tram_bus,9.64,119000,2852,128252,3080,3.1
S038156,2024-02-29,Karow,Pankow,low,52.62876,13.4708,3_room,3,107.4,5,5,1950,post_war_1949_1990,G,gartenhaus,renovierungsbedürftig,True,False,False,True,Mehringdamm,U7,65,tram_bus,14.0,202000,1880,218018,2031,3.85
S038157,2024-11-08,Steglitz,Steglitz-Zehlendorf,medium,52.45477,13.3541,3_room,3,79.8,8,8,1893,altbau_pre_1949,D,seitenflügel,renovierungsbedürftig,True,False,False,False,Bayerischer Platz,U7,19,tram_bus,7.03,342000,4287,369674,4630,3.5
S038158,2023-11-25,Neukölln (Ort),Neukölln,medium,52.48026,13.44488,3_room,3,42.7,0,4,1981,post_war_1949_1990,F,hinterhaus,kernsaniert,False,True,True,False,Karl-Marx-Straße,U7,12,walk,6.06,114000,2660,122798,2873,4.1
S038159,2023-01-15,Zehlendorf,Steglitz-Zehlendorf,high,52.4343,13.26575,3_room,3,77.1,2,12,1981,post_war_1949_1990,F,hinterhaus,kernsaniert,True,True,True,True,Zehlendorf S,S1,3,walk,11.86,432000,5601,466122,6049,3.85
S038160,2023-08-04,Hansaviertel,Mitte,high,52.51602,13.35094,2_room,2,50.4,1,8,1967,post_war_1949_1990,G,vorderhaus,modernisiert,True,False,True,False,Tiergarten S,Stadtbahn,9,walk,1.81,383000,7595,413752,8202,4.1
S038161,2021-11-06,Lankwitz,Steglitz-Zehlendorf,medium,52.43709,13.33443,2_room,2,69.0,3,5,1909,altbau_pre_1949,F,seitenflügel,kernsaniert,False,True,True,True,Zwickauer Damm,U7,42,tram_bus,9.28,261000,3778,281622,4081,1.1
S038162,2024-08-11,Rudow,Neukölln,low,52.41946,13.48032,1_room,1,20.0,2,6,1999,modern_1990_2010,A_plus,hinterhaus,saniert,True,False,True,False,Rudow,U7,4,walk,12.82,76000,3785,81749,4087,3.5
S038163,2022-01-26,Lichtenberg (Ort),Lichtenberg,medium,52.52886,13.50011,2_room,2,65.0,6,12,1997,modern_1990_2010,D,vorderhaus,saniert,True,False,True,False,Treptower Park,S Ringbahn,19,tram_bus,8.4,288000,4438,311516,4793,1.8
S038164,2025-10-01,Tiergarten,Mitte,high,52.51152,13.34624,3_room,3,97.9,1,6,1953,post_war_1949_1990,E,seitenflügel,modernisiert,True,True,True,False,Zoologischer Garten,U2,13,tram_bus,2.19,679000,6938,733657,7494,3.1
S038165,2023-04-15,Malchow,Lichtenberg,low,52.57006,13.48051,1_room,1,36.7,0,4,2009,modern_1990_2010,C,vorderhaus,saniert,True,True,True,False,Innsbrucker Platz,S Ringbahn,62,tram_bus,9.17,97000,2631,104423,2842,3.85
S038166,2022-05-31,Biesdorf,Marzahn-Hellersdorf,low,52.51385,13.56369,1_room,1,30.9,6,6,1959,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,False,True,True,False,Schlesisches Tor,U1,33,tram_bus,12.59,46000,1498,49934,1618,1.8
S038167,2025-03-04,Marzahn,Marzahn-Hellersdorf,low,52.5464,13.56029,3_room,3,90.8,5,5,1953,post_war_1949_1990,D,vorderhaus,kernsaniert,False,True,False,False,Schlachtensee,S1,109,tram_bus,12.8,162000,1779,174435,1922,3.3
S038168,2022-09-02,Reinickendorf (Ort),Reinickendorf,low,52.57268,13.33994,2_room,2,72.6,0,5,1913,altbau_pre_1949,F,hinterhaus,renoviert,True,True,False,True,Alexanderplatz,U2,38,tram_bus,6.77,186000,2570,201395,2776,3.4
S038169,2023-06-18,Mitte (Ort),Mitte,high,52.52531,13.40676,5_room_plus,5,205.0,3,3,1929,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,False,False,False,Schönhauser Allee,S Ringbahn,16,tram_bus,2.21,1031000,5027,1113039,5430,3.85
S038170,2022-07-11,Steglitz,Steglitz-Zehlendorf,medium,52.46435,13.33076,2_room,2,60.1,4,6,2010,new_post_2010,B,seitenflügel,renovierungsbedürftig,True,True,True,False,Wilmersdorfer Straße,U7,25,tram_bus,6.59,262000,4364,283232,4713,3.4
S038171,2024-05-12,Tempelhof,Tempelhof-Schöneberg,medium,52.4638,13.39473,4_room,4,135.6,2,4,1896,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,False,False,False,Beusselstraße,S Ringbahn,40,tram_bus,5.95,347000,2557,374479,2761,3.85
S038172,2021-12-22,Lichtenrade,Tempelhof-Schöneberg,low,52.39382,13.4166,2_room,2,43.2,0,3,1882,altbau_pre_1949,G,vorderhaus,modernisiert,False,False,True,False,Rathaus Neukölln,U7,47,tram_bus,13.87,114000,2627,122670,2837,1.1
S038173,2023-07-26,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.52589,13.31465,3_room,3,76.9,0,5,1998,modern_1990_2010,D,vorderhaus,kernsaniert,False,False,True,False,Bismarckstraße,U7,8,walk,4.4,556000,7235,600871,7814,4.1
S038174,2022-04-13,Hermsdorf,Reinickendorf,medium,52.61868,13.30388,1_room,1,38.8,6,6,1957,post_war_1949_1990,F,vorderhaus,kernsaniert,False,True,False,True,Wittenau U,U8,18,tram_bus,12.43,122000,3146,131797,3397,1.8
S038175,2020-05-30,Neukölln (Ort),Neukölln,medium,52.47988,13.4403,3_room,3,88.5,0,3,1902,altbau_pre_1949,G,vorderhaus,kernsaniert,False,True,True,False,Karl-Marx-Straße,U7,13,walk,5.86,334000,3778,360872,4080,1.1
S038176,2022-12-03,Rummelsburg,Lichtenberg,medium,52.50293,13.4931,2_room,2,67.1,4,4,1964,post_war_1949_1990,C,vorderhaus,modernisiert,False,True,True,False,Warschauer Straße,U1,17,tram_bus,7.95,225000,3358,243273,3627,3.4
S038177,2023-03-25,Mahlsdorf,Marzahn-Hellersdorf,low,52.50357,13.61117,2_room,2,45.4,1,4,1955,post_war_1949_1990,G,vorderhaus,kernsaniert,True,True,True,True,Frankfurter Allee,S Ringbahn,49,tram_bus,15.86,83000,1835,90015,1982,3.85
S038178,2023-03-06,Grunewald,Charlottenburg-Wilmersdorf,high,52.48632,13.24796,3_room,3,93.9,2,5,1978,post_war_1949_1990,E,vorderhaus,saniert,False,True,True,False,Theodor-Heuss-Platz,U2,13,tram_bus,9.39,718000,7640,775170,8251,3.85
S038179,2021-04-29,Mahlsdorf,Marzahn-Hellersdorf,low,52.49971,13.62112,1_room,1,29.3,0,8,1995,modern_1990_2010,E,vorderhaus,renovierungsbedürftig,True,True,True,True,Anhalter Bahnhof,S1,69,tram_bus,16.58,57000,1945,61472,2101,1.1
S038180,2021-12-31,Konradshöhe,Reinickendorf,medium,52.60237,13.21854,4_room,4,108.0,2,5,1951,post_war_1949_1990,D,vorderhaus,modernisiert,True,True,True,False,Rathaus Reinickendorf,U8,36,tram_bus,14.4,300000,2779,324163,3001,1.1
S038181,2025-06-27,Malchow,Lichtenberg,low,52.58686,13.47999,3_room,3,81.8,3,3,1951,post_war_1949_1990,E,vorderhaus,modernisiert,False,True,False,False,Karl-Marx-Straße,U7,53,tram_bus,10.46,170000,2077,183368,2243,3.3
S038182,2021-11-25,Britz,Neukölln,low,52.45121,13.43699,2_room,2,57.3,2,5,1928,altbau_pre_1949,F,vorderhaus,kernsaniert,True,True,True,False,Schöneberg S,S Ringbahn,32,tram_bus,8.28,199000,3475,215200,3753,1.1
S038183,2025-07-06,Plänterwald,Treptow-Köpenick,medium,52.48476,13.48237,2_room,2,52.3,11,12,1881,altbau_pre_1949,G,seitenflügel,renoviert,False,True,True,False,Sonnenallee,S Ringbahn,12,tram_bus,7.91,182000,3477,196552,3755,3.1
S038184,2024-03-10,Steglitz,Steglitz-Zehlendorf,medium,52.44977,13.32178,4_room,4,110.8,1,5,1985,post_war_1949_1990,G,vorderhaus,saniert,False,True,True,False,Bismarckstraße,U7,33,tram_bus,8.31,465000,4195,502216,4531,3.85
S038185,2023-03-04,Falkenberg,Lichtenberg,low,52.57978,13.54807,1_room,1,29.7,1,5,1968,post_war_1949_1990,F,vorderhaus,modernisiert,False,True,True,False,Prinzenstraße,U1,56,tram_bus,13.51,62000,2077,66621,2243,3.85
S038186,2020-03-06,Lichtenrade,Tempelhof-Schöneberg,low,52.39156,13.41128,2_room,2,63.9,3,3,1940,altbau_pre_1949,F,vorderhaus,modernisiert,False,True,False,True,Hohenzollerndamm S,S Ringbahn,50,tram_bus,14.06,148000,2317,159980,2503,1.1
S038187,2025-12-28,Mitte (Ort),Mitte,high,52.52164,13.42445,4_room,4,126.0,1,3,1974,post_war_1949_1990,C,vorderhaus,renovierungsbedürftig,False,True,True,False,Weinmeisterstraße,U8,9,walk,3.22,890000,7061,961104,7626,3.1
S038188,2023-08-18,Plänterwald,Treptow-Köpenick,medium,52.48617,13.47241,4_room,4,130.9,5,12,2007,modern_1990_2010,C,vorderhaus,kernsaniert,True,True,True,False,Hausvogteiplatz,U2,29,tram_bus,7.23,686000,5244,741382,5663,4.1
S038189,2025-12-31,Wedding,Mitte,medium,52.54223,13.3471,3_room,3,58.5,1,5,2024,new_post_2010,A,vorderhaus,renoviert,True,False,True,True,Franz-Neumann-Platz,U8,13,tram_bus,3.55,388000,6638,419272,7169,3.1
S038190,2021-12-06,Müggelheim,Treptow-Köpenick,low,52.41921,13.67371,3_room,3,83.1,0,5,1961,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,False,True,True,True,Spittelmarkt,U2,94,tram_bus,22.77,150000,1805,162007,1949,1.1
S038191,2022-09-16,Schmöckwitz,Treptow-Köpenick,medium,52.37154,13.65461,2_room,2,81.3,0,6,1965,post_war_1949_1990,D,seitenflügel,renoviert,False,True,True,False,Hermannplatz,U7,85,tram_bus,24.73,203000,2501,219469,2701,3.4
S038192,2026-03-02,Rudow,Neukölln,low,52.41057,13.49689,3_room,3,107.4,3,4,1950,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,False,True,False,False,Rudow,U7,2,walk,14.26,218000,2032,235698,2194,3.1
S038193,2024-10-22,Wedding,Mitte,medium,52.54599,13.3517,2_room,2,62.2,0,3,1962,post_war_1949_1990,F,gartenhaus,kernsaniert,False,False,False,True,Residenzstraße,U8,14,tram_bus,3.74,295000,4737,318119,5115,3.5
S038194,2023-01-28,Mariendorf,Tempelhof-Schöneberg,medium,52.43918,13.38529,2_room,2,70.8,5,5,1961,post_war_1949_1990,F,vorderhaus,saniert,True,False,True,True,Schönleinstraße,U8,35,tram_bus,8.59,253000,3570,273041,3855,3.85
S038195,2022-05-18,Tempelhof,Tempelhof-Schöneberg,medium,52.46523,13.39339,1_room,1,22.9,6,6,2010,new_post_2010,B,vorderhaus,saniert,True,True,True,True,Prenzlauer Allee S,S Ringbahn,46,tram_bus,5.78,140000,6103,150743,6592,1.8
S038196,2021-03-30,Borsigwalde,Reinickendorf,low,52.58828,13.28249,2_room,2,77.6,0,3,2022,new_post_2010,A,vorderhaus,renovierungsbedürftig,True,True,True,False,Kottbusser Tor,U1,58,tram_bus,10.27,232000,2986,250384,3225,1.1
S038197,2024-10-18,Waidmannslust,Reinickendorf,low,52.59069,13.32852,2_room,2,70.5,1,6,1979,post_war_1949_1990,G,vorderhaus,saniert,False,False,True,True,Rathaus Reinickendorf,U8,11,tram_bus,8.91,166000,2353,179288,2542,3.5
S038198,2022-09-11,Alt-Treptow,Treptow-Köpenick,medium,52.49819,13.45371,2_room,2,63.4,4,8,2014,new_post_2010,B,vorderhaus,kernsaniert,False,True,True,False,Osloer Straße,U8,40,tram_bus,5.52,428000,6753,462720,7293,3.4
S038199,2022-04-27,Mariendorf,Tempelhof-Schöneberg,medium,52.44346,13.37021,1_room,1,20.0,6,6,2010,new_post_2010,B,vorderhaus,renovierungsbedürftig,True,True,True,False,Grenzallee,U7,23,tram_bus,8.12,84000,4181,90307,4515,1.8
S038200,2024-01-18,Falkenberg,Lichtenberg,low,52.58302,13.54317,1_room,1,38.4,1,8,1919,altbau_pre_1949,F,hinterhaus,renovierungsbedürftig,False,True,False,False,Bundesplatz,S Ringbahn,78,tram_bus,13.42,58000,1506,62443,1627,3.85
S038201,2025-07-26,Lankwitz,Steglitz-Zehlendorf,medium,52.44234,13.33325,1_room,1,37.1,1,5,2016,new_post_2010,C,hinterhaus,modernisiert,True,True,False,True,Bayerischer Platz,U7,25,tram_bus,8.76,191000,5141,206249,5553,3.1
S038202,2021-05-03,Tegel,Reinickendorf,medium,52.57188,13.30622,2_room,2,78.5,11,12,1925,altbau_pre_1949,F,vorderhaus,modernisiert,True,False,True,False,Karl-Bonhoeffer-Nervenklinik,U8,21,tram_bus,7.85,326000,4160,352525,4492,1.1
S038203,2025-09-25,Reinickendorf (Ort),Reinickendorf,low,52.56879,13.33307,3_room,3,83.6,3,5,1929,altbau_pre_1949,G,vorderhaus,modernisiert,False,False,True,True,Karl-Bonhoeffer-Nervenklinik,U8,11,tram_bus,6.57,294000,3521,317816,3803,3.1
S038204,2023-02-24,Britz,Neukölln,low,52.44529,13.44263,3_room,3,94.4,3,6,1936,altbau_pre_1949,E,gartenhaus,renovierungsbedürftig,False,True,True,True,Möckernbrücke,U1,31,tram_bus,9.04,313000,3315,338005,3580,3.85
S038205,2022-07-12,Rummelsburg,Lichtenberg,medium,52.49583,13.47465,1_room,1,47.2,3,4,2012,new_post_2010,B,gartenhaus,renovierungsbedürftig,True,True,True,True,Frankfurter Allee,S Ringbahn,15,tram_bus,6.95,213000,4510,230013,4871,3.4
S038206,2020-03-03,Wedding,Mitte,medium,52.54937,13.35844,1_room,1,41.9,6,6,2019,new_post_2010,A_plus,vorderhaus,modernisiert,True,True,False,False,Tiergarten S,Stadtbahn,23,tram_bus,3.9,242000,5769,260893,6230,1.1
S038207,2025-07-14,Plänterwald,Treptow-Köpenick,medium,52.48336,13.46281,3_room,3,86.3,2,3,1935,altbau_pre_1949,E,seitenflügel,kernsaniert,False,True,False,False,Hermannplatz U8,U8,22,tram_bus,6.83,357000,4136,385534,4467,3.1
S038208,2025-03-05,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.50847,13.31739,1_room,1,33.3,2,6,1978,post_war_1949_1990,C,vorderhaus,modernisiert,False,True,True,False,Wilmersdorfer Straße,U7,9,tram_bus,4.17,213000,6402,230257,6915,3.3
S038209,2021-01-30,Friedrichsfelde,Lichtenberg,low,52.51086,13.53773,2_room,2,72.9,0,5,1950,post_war_1949_1990,F,vorderhaus,renoviert,True,True,True,True,Bundesplatz,S Ringbahn,61,tram_bus,10.85,146000,2008,158175,2168,1.1
S038210,2024-05-15,Grunewald,Charlottenburg-Wilmersdorf,high,52.48581,13.25285,5_room_plus,5,165.6,0,3,1917,altbau_pre_1949,C,vorderhaus,renovierungsbedürftig,False,False,True,True,Ernst-Reuter-Platz,U2,26,tram_bus,9.11,1001000,6044,1081331,6528,3.85
S038211,2024-08-08,Gesundbrunnen,Mitte,medium,52.54525,13.3754,2_room,2,70.2,3,4,1993,modern_1990_2010,C,seitenflügel,kernsaniert,False,True,False,False,Voltastraße,U8,13,walk,3.22,353000,5034,381714,5436,3.5
S038212,2023-09-14,Neukölln (Ort),Neukölln,medium,52.48117,13.43418,2_room,2,55.4,2,8,1907,altbau_pre_1949,G,seitenflügel,saniert,False,True,True,True,Schöneberg S,S Ringbahn,28,tram_bus,5.47,187000,3382,202253,3652,4.1
S038213,2022-02-03,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50349,13.42708,3_room,3,96.9,1,5,1911,altbau_pre_1949,E,hinterhaus,modernisiert,False,True,False,False,Mehringdamm,U7,10,tram_bus,3.63,627000,6472,677039,6989,1.8
S038214,2024-02-28,Adlershof,Treptow-Köpenick,medium,52.43305,13.53204,5_room_plus,5,133.9,3,3,1986,post_war_1949_1990,C,seitenflügel,kernsaniert,False,True,True,False,Görlitzer Bahnhof,U1,47,tram_bus,13.96,474000,3538,511537,3821,3.85
S038215,2020-03-08,Pankow (Ort),Pankow,medium,52.57575,13.41022,4_room,4,108.5,2,3,1889,altbau_pre_1949,F,seitenflügel,saniert,False,False,True,True,Pankow U2,U2,4,walk,6.97,373000,3441,403121,3717,1.1
S038216,2022-04-21,Malchow,Lichtenberg,low,52.58073,13.48894,1_room,1,26.2,4,6,2011,new_post_2010,B,seitenflügel,saniert,True,True,False,True,Paracelsus-Bad,U8,40,tram_bus,10.39,113000,4301,121872,4645,1.8
S038217,2023-10-20,Moabit,Mitte,medium,52.52636,13.32883,1_room,1,36.5,5,12,1885,altbau_pre_1949,F,hinterhaus,modernisiert,False,False,True,True,Westhafen,S Ringbahn,13,walk,3.49,175000,4785,188689,5168,4.1
S038218,2020-11-02,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.5341,13.27456,5_room_plus,5,209.0,4,4,1894,altbau_pre_1949,F,hinterhaus,modernisiert,False,True,False,True,Siemensdamm,U7,17,tram_bus,7.25,749000,3586,809223,3872,1.1
S038219,2022-05-19,Grünau,Treptow-Köpenick,medium,52.4165,13.57801,3_room,3,73.8,4,5,1880,altbau_pre_1949,F,hinterhaus,renovierungsbedürftig,False,True,True,True,Frankfurter Allee,S Ringbahn,57,tram_bus,17.53,154000,2085,166242,2252,1.8
S038220,2024-08-17,Friedenau,Tempelhof-Schöneberg,high,52.45984,13.33466,1_room,1,46.1,2,4,2002,modern_1990_2010,B,seitenflügel,kernsaniert,False,False,True,False,Bundesplatz,S Ringbahn,8,walk,6.92,327000,7085,352648,7652,3.5
S038221,2021-06-17,Wartenberg,Lichtenberg,low,52.5883,13.51052,3_room,3,70.0,3,5,1957,post_war_1949_1990,G,hinterhaus,renovierungsbedürftig,True,False,True,False,Uhlandstraße,U1,66,tram_bus,12.03,68000,976,73752,1054,1.1
S038222,2025-08-21,Niederschönhausen,Pankow,medium,52.57099,13.42704,2_room,2,70.6,4,5,1882,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,False,False,Stadtmitte,U2,37,tram_bus,6.94,210000,2975,226711,3213,3.1
S038223,2025-10-20,Lankwitz,Steglitz-Zehlendorf,medium,52.44993,13.35543,2_room,2,54.3,3,5,1912,altbau_pre_1949,F,gartenhaus,kernsaniert,False,False,True,False,Zehlendorf S,S1,32,tram_bus,7.53,268000,4939,289482,5335,3.1
S038224,2022-12-11,Staaken,Spandau,low,52.53043,13.159,1_room,1,29.9,3,6,2021,new_post_2010,A,vorderhaus,modernisiert,True,True,True,False,Siemensdamm,U7,39,tram_bus,14.88,87000,2930,94466,3165,3.4
S038225,2025-01-19,Falkenhagener Feld,Spandau,low,52.54597,13.16963,3_room,3,50.0,0,4,1918,altbau_pre_1949,F,vorderhaus,kernsaniert,False,True,True,True,Wittenbergplatz,U1,53,tram_bus,14.46,126000,2512,135617,2713,3.3
S038226,2022-03-17,Gesundbrunnen,Mitte,medium,52.54666,13.37492,2_room,2,48.1,1,5,1946,altbau_pre_1949,H,gartenhaus,renovierungsbedürftig,False,False,True,False,Greifswalder Straße,S Ringbahn,21,tram_bus,3.38,141000,2924,151835,3158,1.8
S038227,2025-05-31,Mariendorf,Tempelhof-Schöneberg,medium,52.44066,13.39001,3_room,3,82.3,1,4,1960,post_war_1949_1990,G,vorderhaus,renovierungsbedürftig,True,True,True,False,Grenzallee,U7,25,tram_bus,8.45,196000,2380,211606,2570,3.3
S038228,2025-05-08,Schöneberg,Tempelhof-Schöneberg,high,52.48297,13.3749,3_room,3,78.6,0,6,1944,altbau_pre_1949,F,vorderhaus,modernisiert,False,True,True,False,Mehringdamm,U7,13,tram_bus,3.71,404000,5138,436365,5549,3.3
S038229,2020-06-26,Zehlendorf,Steglitz-Zehlendorf,high,52.43418,13.26196,4_room,4,130.5,2,5,1884,altbau_pre_1949,H,vorderhaus,kernsaniert,False,True,False,False,Warschauer Straße S,Stadtbahn,68,tram_bus,12.03,490000,3755,529148,4056,1.1
S038230,2020-12-02,Treptow,Treptow-Köpenick,medium,52.49525,13.45761,3_room,3,78.0,0,6,1929,altbau_pre_1949,F,vorderhaus,modernisiert,True,False,True,False,Möckernbrücke,U1,31,tram_bus,5.89,289000,3707,312247,4004,1.1
S038231,2021-03-01,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52618,13.30103,3_room,3,45.1,5,5,1982,post_war_1949_1990,D,vorderhaus,modernisiert,True,True,True,True,Prinzenstraße,U1,37,tram_bus,5.3,240000,5321,259277,5747,1.1
S038232,2026-02-22,Falkenhagener Feld,Spandau,low,52.5465,13.18431,2_room,2,59.5,5,5,1968,post_war_1949_1990,E,vorderhaus,kernsaniert,True,True,False,True,Ruhleben,U2,27,tram_bus,13.51,180000,3024,194431,3266,3.1
S038233,2020-06-02,Französisch Buchholz,Pankow,medium,52.59999,13.4234,3_room,3,89.3,3,8,1882,altbau_pre_1949,H,gartenhaus,renovierungsbedürftig,False,True,True,False,Gesundbrunnen S,S Ringbahn,27,tram_bus,9.81,169000,1896,182962,2048,1.1
S038234,2022-01-11,Staaken,Spandau,low,52.53193,13.13598,1_room,1,56.8,0,4,1943,altbau_pre_1949,G,vorderhaus,kernsaniert,False,False,False,False,Uhlandstraße,U1,55,tram_bus,16.45,126000,2225,136532,2403,1.8
S038235,2023-01-07,Niederschönhausen,Pankow,medium,52.57452,13.40267,3_room,3,73.4,6,12,2001,modern_1990_2010,C,hinterhaus,kernsaniert,True,True,True,False,Brandenburger Tor S,S1,31,tram_bus,6.69,374000,5097,403930,5505,3.85
S038236,2021-02-21,Plänterwald,Treptow-Köpenick,medium,52.49117,13.48902,2_room,2,31.3,5,6,2019,new_post_2010,A_plus,hinterhaus,renoviert,True,True,True,False,Prinzenstraße,U1,23,tram_bus,8.04,164000,5239,176923,5658,1.1
S038237,2024-01-08,Schmöckwitz,Treptow-Köpenick,medium,52.3699,13.64044,2_room,2,71.1,4,4,1895,altbau_pre_1949,G,gartenhaus,modernisiert,False,False,True,True,Ruhleben,U2,138,tram_bus,24.13,164000,2313,177516,2498,3.85
S038238,2023-09-04,Kaulsdorf,Marzahn-Hellersdorf,low,52.50953,13.60826,3_room,3,105.5,4,6,1967,post_war_1949_1990,F,gartenhaus,saniert,True,True,True,False,Gneisenaustraße,U7,60,tram_bus,15.62,200000,1893,215679,2045,4.1
S038239,2021-07-31,Schmöckwitz,Treptow-Köpenick,medium,52.37669,13.64981,3_room,3,83.3,0,5,1965,post_war_1949_1990,E,vorderhaus,modernisiert,True,True,True,False,Konstanzer Straße,U7,113,tram_bus,24.11,186000,2237,201259,2416,1.1
S038240,2025-05-24,Siemensstadt,Spandau,low,52.5436,13.25572,2_room,2,67.2,8,8,1912,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,True,False,Adenauerplatz,U7,30,tram_bus,8.79,157000,2342,170027,2529,3.3
S038241,2021-03-09,Haselhorst,Spandau,low,52.5546,13.20518,1_room,1,31.6,3,5,1992,modern_1990_2010,B,seitenflügel,modernisiert,False,True,True,False,Berlin Hauptbahnhof,Stadtbahn,47,tram_bus,12.42,87000,2768,94467,2990,1.1
S038242,2022-10-22,Wittenau,Reinickendorf,low,52.59708,13.33101,3_room,3,112.2,1,3,1953,post_war_1949_1990,C,vorderhaus,renovierungsbedürftig,False,True,True,False,Wittenau U,U8,4,walk,9.52,290000,2588,313706,2795,3.4
S038243,2025-04-09,Falkenhagener Feld,Spandau,low,52.549,13.19832,2_room,2,72.2,1,8,1979,post_war_1949_1990,H,vorderhaus,saniert,False,True,True,False,Olympia-Stadion,U2,28,tram_bus,12.67,137000,1892,147592,2043,3.3
S038244,2022-06-15,Borsigwalde,Reinickendorf,low,52.58571,13.28269,1_room,1,30.4,7,12,1979,post_war_1949_1990,F,vorderhaus,renoviert,True,False,True,False,Greifswalder Straße,S Ringbahn,52,tram_bus,10.04,70000,2305,75768,2489,1.8
S038245,2023-11-07,Falkenberg,Lichtenberg,low,52.58472,13.52999,3_room,3,93.8,4,4,1965,post_war_1949_1990,E,hinterhaus,kernsaniert,True,True,True,True,Beusselstraße,S Ringbahn,63,tram_bus,12.8,205000,2182,221020,2356,4.1
S038246,2025-07-08,Gatow,Spandau,medium,52.48316,13.18492,2_room,2,65.5,6,6,1940,altbau_pre_1949,H,seitenflügel,modernisiert,True,True,False,False,Rudow,U7,96,tram_bus,13.56,137000,2098,148332,2265,3.1
