id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd
R024288,2022-10-14,Karlshorst,Lichtenberg,medium,52.48877,13.51953,3_room,3,53.9,0,4,altbau_pre_1949,B,hinterhaus,modernisiert,False,False,True,Potsdamer Platz,U2,132,10.08,575,289,864,10.67,False,3,933
R024289,2023-05-15,Staaken,Spandau,low,52.53807,13.13833,2_room,2,51.6,3,4,altbau_pre_1949,G,seitenflügel,saniert,False,True,False,Mendelssohn-Bartholdy,U2,189,16.37,301,223,524,5.84,False,3,566
R024290,2020-09-11,Lichtenrade,Tempelhof-Schöneberg,low,52.41279,13.40584,3_room,3,86.6,1,3,new_post_2010,E,seitenflügel,saniert,True,False,False,Bayerischer Platz,U7,129,11.67,596,225,822,6.89,False,3,888
R024291,2023-07-27,Frohnau,Reinickendorf,medium,52.62187,13.28977,2_room,2,47.7,0,4,modern_1990_2010,C,vorderhaus,kernsaniert,True,True,True,Altstadt Spandau,U7,139,13.16,776,196,971,16.25,True,2,1049
R024292,2025-03-01,Lichtenrade,Tempelhof-Schöneberg,low,52.40316,13.39815,5_room_plus,5,96.6,2,4,post_war_1949_1990,G,seitenflügel,saniert,False,True,False,Ernst-Reuter-Platz,U2,169,12.66,737,336,1073,7.63,False,3,1158
R024293,2020-03-11,Weißensee,Pankow,medium,52.55597,13.45085,2_room,2,63.3,0,6,post_war_1949_1990,F,vorderhaus,modernisiert,False,False,False,Moritzplatz,U8,80,6.63,512,240,752,8.1,True,3,812
R024294,2020-09-26,Mitte (Ort),Mitte,high,52.52136,13.39313,2_room,2,63.4,1,8,altbau_pre_1949,B,vorderhaus,saniert,True,False,False,Hackescher Markt,Stadtbahn,6,1.19,1511,197,1708,23.83,False,3,1845
R024295,2023-10-12,Niederschönhausen,Pankow,medium,52.57635,13.40652,4_room,4,146.5,6,8,modern_1990_2010,C,seitenflügel,kernsaniert,True,False,False,Rosa-Luxemburg-Platz,U2,63,6.96,1690,666,2356,11.54,False,2,2544
R024296,2025-11-24,Borsigwalde,Reinickendorf,low,52.59038,13.30035,2_room,2,66.8,4,4,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,False,False,False,Wittenau U,U8,28,9.76,508,252,760,7.62,False,2,821
R024297,2023-09-07,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53921,13.28987,1_room,1,27.9,5,6,altbau_pre_1949,G,vorderhaus,saniert,True,False,True,Neukölln,U7,156,6.46,361,100,461,12.95,False,2,498
R024298,2025-12-19,Halensee,Charlottenburg-Wilmersdorf,high,52.49627,13.29944,3_room,3,87.6,6,6,altbau_pre_1949,G,vorderhaus,renoviert,True,False,False,Nikolassee,S1,119,5.75,1759,233,1992,20.08,True,3,2152
R024299,2020-07-30,Gatow,Spandau,medium,52.47409,13.17516,3_room,3,99.4,5,5,modern_1990_2010,C,seitenflügel,kernsaniert,True,True,True,Mierendorffplatz,U7,117,14.49,838,277,1115,8.43,False,3,1204
R024300,2021-09-25,Adlershof,Treptow-Köpenick,medium,52.43563,13.54446,3_room,3,84.4,5,5,post_war_1949_1990,F,hinterhaus,renoviert,False,True,False,Görlitzer Bahnhof,U1,129,14.42,516,301,817,6.12,False,3,883
R024301,2026-01-05,Westend,Charlottenburg-Wilmersdorf,high,52.5288,13.26916,4_room,4,82.7,2,6,post_war_1949_1990,G,gartenhaus,saniert,True,False,False,Richard-Wagner-Platz,U7,37,7.47,1450,289,1739,17.53,False,2,1878
R024302,2022-06-14,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.5197,13.30515,5_room_plus,5,177.4,3,4,post_war_1949_1990,F,seitenflügel,kernsaniert,True,True,False,Storkower Straße,S Ringbahn,143,4.92,1915,600,2516,10.8,True,3,2717
R024303,2021-03-09,Dahlem,Steglitz-Zehlendorf,high,52.44477,13.29974,1_room,1,49.7,1,3,modern_1990_2010,C,seitenflügel,saniert,True,False,True,Nikolassee,S1,81,9.55,817,131,948,16.43,False,3,1024
R024304,2023-11-19,Biesdorf,Marzahn-Hellersdorf,low,52.50918,13.54284,5_room_plus,5,170.9,0,4,post_war_1949_1990,E,vorderhaus,modernisiert,True,True,False,Osloer Straße,U8,154,11.2,1269,701,1970,7.42,False,2,2127
R024305,2021-05-20,Friedenau,Tempelhof-Schöneberg,high,52.47558,13.34106,3_room,3,68.1,3,6,modern_1990_2010,B,vorderhaus,kernsaniert,False,True,True,Zoologischer Garten S,Stadtbahn,46,5.16,1074,243,1317,15.76,False,3,1423
R024306,2020-11-12,Wartenberg,Lichtenberg,low,52.5921,13.4941,2_room,2,72.4,6,6,altbau_pre_1949,E,vorderhaus,renovierungsbedürftig,False,True,False,Jungfernheide S,S Ringbahn,192,11.53,423,247,670,5.85,True,1,723
R024307,2026-01-04,Märkisches Viertel,Reinickendorf,low,52.61186,13.35321,3_room,3,83.1,5,5,post_war_1949_1990,C,seitenflügel,kernsaniert,False,True,True,Hohenzollerndamm S,S Ringbahn,158,10.75,938,217,1156,11.29,True,3,1248
R024308,2020-01-01,Mariendorf,Tempelhof-Schöneberg,medium,52.43178,13.38837,1_room,1,36.3,6,6,post_war_1949_1990,C,vorderhaus,kernsaniert,False,False,False,Schönleinstraße,U8,82,9.43,285,120,405,7.84,False,3,437
R024309,2022-03-19,Märkisches Viertel,Reinickendorf,low,52.61426,13.36561,2_room,2,42.8,6,8,post_war_1949_1990,E,vorderhaus,modernisiert,True,True,False,Karl-Bonhoeffer-Nervenklinik,U8,26,10.92,381,135,515,8.89,True,3,557
R024310,2020-01-14,Alt-Treptow,Treptow-Köpenick,medium,52.49027,13.43248,3_room,3,66.0,0,3,post_war_1949_1990,D,vorderhaus,saniert,False,False,False,Hermannplatz U8,U8,27,4.7,545,209,754,8.26,True,3,814
R024311,2022-09-15,Dahlem,Steglitz-Zehlendorf,high,52.44803,13.27058,4_room,4,140.5,2,4,modern_1990_2010,A,vorderhaus,renoviert,True,False,False,Zoologischer Garten,U2,81,10.5,2810,474,3285,20.0,True,3,3547
R024312,2025-04-07,Buckow,Neukölln,low,52.42696,13.44158,1_room,1,36.6,0,3,post_war_1949_1990,F,vorderhaus,saniert,False,True,False,Bundesplatz,S Ringbahn,112,10.84,249,128,377,6.79,True,3,407
R024313,2026-03-26,Halensee,Charlottenburg-Wilmersdorf,high,52.49144,13.29835,3_room,3,64.4,4,6,altbau_pre_1949,F,hinterhaus,kernsaniert,True,True,False,Schöneberg S,S Ringbahn,53,6.04,1233,209,1442,19.15,True,3,1557
R024314,2020-12-16,Köpenick (Ort),Treptow-Köpenick,medium,52.45077,13.56524,3_room,3,82.4,1,5,altbau_pre_1949,H,vorderhaus,kernsaniert,False,True,False,Parchimer Allee,U7,105,14.64,614,232,846,7.45,False,3,914
R024315,2021-02-24,Wittenau,Reinickendorf,low,52.58992,13.31908,3_room,3,78.8,3,4,new_post_2010,C,vorderhaus,kernsaniert,True,False,True,Wittenau U,U8,5,9.1,824,206,1029,10.45,False,2,1112
R024316,2023-12-29,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50325,13.4008,2_room,2,60.5,4,4,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,Alexanderplatz S,Stadtbahn,35,2.13,921,254,1174,15.21,False,1,1268
R024317,2025-04-20,Wartenberg,Lichtenberg,low,52.58945,13.50354,5_room_plus,5,173.1,1,3,modern_1990_2010,C,vorderhaus,modernisiert,True,False,True,Heidelberger Platz,S Ringbahn,215,11.77,2103,469,2572,12.15,False,3,2777
R024318,2024-11-18,Heiligensee,Reinickendorf,medium,52.60695,13.22237,3_room,3,87.0,2,5,post_war_1949_1990,D,seitenflügel,saniert,False,False,False,Residenzstraße,U8,118,14.56,841,268,1110,9.67,False,2,1198
R024319,2021-09-11,Spandau (Ort),Spandau,low,52.54381,13.18665,3_room,3,119.8,4,6,post_war_1949_1990,H,vorderhaus,saniert,True,False,False,Ruhleben,U2,39,13.28,769,311,1080,6.42,True,3,1166
R024320,2024-04-28,Borsigwalde,Reinickendorf,low,52.58837,13.30457,2_room,2,58.6,0,5,altbau_pre_1949,H,vorderhaus,saniert,True,True,False,Gesundbrunnen S,S Ringbahn,90,9.42,378,201,579,6.45,False,2,625
R024321,2021-08-12,Haselhorst,Spandau,low,52.55041,13.2325,2_room,2,58.1,0,3,altbau_pre_1949,C,vorderhaus,saniert,False,True,False,Halensee S,S Ringbahn,82,10.53,590,204,794,10.15,False,2,858
R024322,2024-04-11,Reinickendorf (Ort),Reinickendorf,low,52.55908,13.32201,4_room,4,123.4,3,5,post_war_1949_1990,D,vorderhaus,modernisiert,True,True,True,Westhafen,S Ringbahn,41,6.07,1133,322,1455,9.18,False,3,1571
R024323,2021-06-12,Pankow (Ort),Pankow,medium,52.56994,13.39883,3_room,3,74.5,3,5,modern_1990_2010,E,hinterhaus,modernisiert,False,False,False,Pankow U2,U2,0,6.13,1005,264,1269,13.48,False,3,1370
R024324,2023-11-02,Spandau (Ort),Spandau,low,52.52797,13.18547,4_room,4,104.7,4,5,post_war_1949_1990,C,hinterhaus,modernisiert,False,False,False,Rohrdamm,U7,33,13.07,714,441,1155,6.82,True,3,1248
R024325,2023-09-13,Marienfelde,Tempelhof-Schöneberg,low,52.41621,13.37157,1_room,1,28.2,5,5,post_war_1949_1990,G,vorderhaus,modernisiert,True,False,False,Botanischer Garten,S1,66,11.14,205,117,322,7.27,False,1,348
R024326,2021-02-06,Friedrichshagen,Treptow-Köpenick,medium,52.44878,13.6229,2_room,2,66.5,3,5,post_war_1949_1990,E,gartenhaus,kernsaniert,True,True,True,Mehringdamm,U7,200,18.22,583,245,828,8.76,False,2,894
R024327,2023-11-26,Lichtenberg (Ort),Lichtenberg,medium,52.50676,13.47573,1_room,1,51.2,8,8,post_war_1949_1990,G,vorderhaus,saniert,False,True,False,Schöneberg S,S Ringbahn,129,6.72,555,240,795,10.84,False,2,858
R024328,2024-04-16,Konradshöhe,Reinickendorf,medium,52.60321,13.22826,2_room,2,78.3,3,5,altbau_pre_1949,F,seitenflügel,modernisiert,False,True,False,Beusselstraße,S Ringbahn,128,13.98,905,253,1158,11.55,True,2,1251
R024329,2022-07-25,Plänterwald,Treptow-Köpenick,medium,52.4816,13.4793,1_room,1,48.2,7,8,new_post_2010,A_plus,vorderhaus,modernisiert,True,True,False,Prinzenstraße,U1,62,7.89,638,244,882,13.23,True,2,952
R024330,2024-01-20,Gropiusstadt,Neukölln,low,52.43429,13.45238,4_room,4,73.4,3,4,altbau_pre_1949,H,vorderhaus,kernsaniert,False,False,True,Botanischer Garten,S1,132,10.43,467,259,726,6.36,False,3,784
R024331,2022-01-29,Lankwitz,Steglitz-Zehlendorf,medium,52.44146,13.34521,4_room,4,90.8,1,5,new_post_2010,A,hinterhaus,modernisiert,True,False,True,Tempelhof S,S Ringbahn,58,8.61,1188,310,1497,13.08,False,3,1617
R024332,2023-06-24,Buch,Pankow,low,52.64035,13.49011,1_room,1,42.8,2,4,post_war_1949_1990,G,vorderhaus,renovierungsbedürftig,True,True,True,Heinrich-Heine-Straße,U8,188,15.75,245,195,440,5.72,True,3,475
R024333,2020-08-24,Gropiusstadt,Neukölln,low,52.42694,13.47234,3_room,3,96.3,2,3,new_post_2010,B,seitenflügel,modernisiert,True,True,True,Lipschitzallee,U7,2,11.83,769,280,1049,7.98,True,2,1132
R024334,2025-04-05,Wannsee,Steglitz-Zehlendorf,high,52.43319,13.16034,1_room,1,33.1,4,4,post_war_1949_1990,F,hinterhaus,renoviert,True,True,False,Mierendorffplatz,U7,183,17.38,408,110,519,12.34,False,3,560
R024335,2023-11-13,Hohenschönhausen,Lichtenberg,low,52.56481,13.49539,2_room,2,74.3,0,5,post_war_1949_1990,E,seitenflügel,renovierungsbedürftig,False,False,False,Gesundbrunnen U,U8,100,9.61,479,394,873,6.44,False,3,943
R024336,2021-09-24,Staaken,Spandau,low,52.53447,13.14363,1_room,1,48.4,4,5,altbau_pre_1949,D,hinterhaus,modernisiert,False,True,False,Johannisthaler Chaussee,U7,287,15.96,319,132,451,6.6,False,2,488
R024337,2024-02-07,Frohnau,Reinickendorf,medium,52.62725,13.27232,2_room,2,43.0,1,4,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,False,False,False,Bellevue,Stadtbahn,158,14.25,522,121,643,12.16,False,2,695
R024338,2025-02-14,Britz,Neukölln,low,52.44896,13.45797,1_room,1,30.4,4,5,post_war_1949_1990,E,hinterhaus,renoviert,False,True,False,Johannisthaler Chaussee,U7,26,9.25,288,117,405,9.47,True,1,438
R024339,2023-06-01,Kladow,Spandau,medium,52.45149,13.13633,5_room_plus,5,151.1,1,3,post_war_1949_1990,F,seitenflügel,modernisiert,False,True,False,Parchimer Allee,U7,248,17.86,1100,620,1721,7.28,True,2,1858
R024340,2025-09-27,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51445,13.4674,2_room,2,80.8,3,4,altbau_pre_1949,F,vorderhaus,saniert,False,False,False,Frankfurter Allee,S Ringbahn,22,6.07,1586,317,1903,19.64,True,3,2055
R024341,2024-06-06,Lichtenrade,Tempelhof-Schöneberg,low,52.39681,13.39096,1_room,1,33.7,6,6,altbau_pre_1949,H,vorderhaus,modernisiert,False,True,False,Neukölln,U7,99,13.32,294,126,420,8.72,True,3,454
R024342,2022-02-01,Schöneberg,Tempelhof-Schöneberg,high,52.48362,13.35485,1_room,1,32.2,5,5,post_war_1949_1990,D,hinterhaus,saniert,False,True,False,Stadtmitte,U2,52,3.95,344,95,439,10.69,False,3,474
R024343,2023-07-10,Müggelheim,Treptow-Köpenick,low,52.41515,13.68265,3_room,3,72.3,2,5,altbau_pre_1949,H,hinterhaus,saniert,False,True,True,Möckernbrücke,U1,269,23.52,598,319,918,8.28,True,1,991
R024344,2020-12-10,Baumschulenweg,Treptow-Köpenick,medium,52.45796,13.46185,4_room,4,85.5,3,6,modern_1990_2010,C,seitenflügel,saniert,True,True,False,Schönleinstraße,U8,61,8.63,702,278,980,8.21,True,3,1058
R024345,2021-02-10,Lübars,Reinickendorf,medium,52.61384,13.36586,2_room,2,38.0,3,3,post_war_1949_1990,E,hinterhaus,modernisiert,False,True,False,Boddinstraße,U8,186,10.88,242,132,375,6.37,True,2,405
R024346,2020-12-21,Hansaviertel,Mitte,high,52.52529,13.34278,2_room,2,57.5,1,5,altbau_pre_1949,E,vorderhaus,kernsaniert,False,False,False,Bellevue,Stadtbahn,4,2.57,1240,211,1451,21.56,True,3,1567
R024347,2021-03-17,Pankow (Ort),Pankow,medium,52.55828,13.41452,2_room,2,85.6,1,5,altbau_pre_1949,F,hinterhaus,modernisiert,False,True,True,Botanischer Garten,S1,185,5.29,962,262,1224,11.24,False,3,1322
R024348,2023-10-20,Spandau (Ort),Spandau,low,52.5479,13.19698,1_room,1,24.3,3,3,altbau_pre_1949,G,hinterhaus,modernisiert,False,False,False,Rathaus Spandau,U7,7,12.72,175,91,266,7.21,True,1,288
R024349,2025-06-29,Haselhorst,Spandau,low,52.55335,13.22884,2_room,2,59.2,4,4,altbau_pre_1949,E,vorderhaus,kernsaniert,False,False,False,Heinrich-Heine-Straße,U8,158,10.88,491,223,714,8.3,True,2,772
R024350,2022-04-10,Buch,Pankow,low,52.63402,13.50202,2_room,2,70.6,3,8,altbau_pre_1949,E,seitenflügel,renovierungsbedürftig,False,True,False,Bülowstraße,U2,221,15.55,569,221,790,8.05,False,3,853
R024351,2022-04-14,Gropiusstadt,Neukölln,low,52.42506,13.45328,3_room,3,96.6,0,5,modern_1990_2010,C,vorderhaus,saniert,False,False,False,Wutzkyallee,U7,12,11.36,728,282,1010,7.53,False,2,1091
R024352,2022-05-11,Karlshorst,Lichtenberg,medium,52.48467,13.52851,3_room,3,94.6,1,6,altbau_pre_1949,F,hinterhaus,renovierungsbedürftig,False,True,False,Zwickauer Damm,U7,94,10.8,854,337,1191,9.02,False,3,1286
R024353,2026-03-23,Hansaviertel,Mitte,high,52.51492,13.34008,4_room,4,120.6,6,6,modern_1990_2010,C,gartenhaus,kernsaniert,True,True,True,Kleistpark,U7,43,2.55,2694,476,3171,22.34,False,3,3424
R024354,2020-04-10,Französisch Buchholz,Pankow,medium,52.59902,13.41513,2_room,2,68.3,0,4,altbau_pre_1949,G,vorderhaus,modernisiert,False,False,False,Gesundbrunnen U,U8,75,9.54,481,206,687,7.05,True,3,742
R024355,2026-03-20,Wedding,Mitte,medium,52.54943,13.34783,2_room,2,58.8,3,4,new_post_2010,A,hinterhaus,saniert,True,True,False,Friedrichstraße,Stadtbahn,48,4.2,964,193,1157,16.4,True,3,1250
R024356,2022-10-25,Nikolassee,Steglitz-Zehlendorf,high,52.43834,13.1935,2_room,2,34.0,2,3,modern_1990_2010,C,vorderhaus,kernsaniert,True,True,False,Nikolassee,S1,1,15.19,805,180,985,23.7,True,3,1064
R024357,2022-03-04,Spandau (Ort),Spandau,low,52.55324,13.18429,4_room,4,121.5,6,8,post_war_1949_1990,D,vorderhaus,kernsaniert,False,True,False,Rathaus Spandau,U7,10,13.71,932,315,1248,7.67,False,3,1348
R024358,2024-12-26,Friedenau,Tempelhof-Schöneberg,high,52.46303,13.33874,5_room_plus,5,230.4,3,3,post_war_1949_1990,E,vorderhaus,renoviert,False,False,True,Schönhauser Allee,S Ringbahn,126,6.48,3263,637,3900,14.16,False,3,4212
R024359,2020-12-07,Mahlsdorf,Marzahn-Hellersdorf,low,52.49477,13.62903,3_room,3,112.8,1,3,post_war_1949_1990,F,hinterhaus,kernsaniert,False,False,False,Siemensdamm,U7,296,17.18,452,300,752,4.01,False,3,813
R024360,2024-03-04,Wittenau,Reinickendorf,low,52.58299,13.32702,2_room,2,55.9,1,5,post_war_1949_1990,G,vorderhaus,saniert,True,True,False,Wittenau U,U8,0,8.17,476,192,667,8.51,False,2,721
R024361,2024-01-08,Prenzlauer Berg,Pankow,high,52.54758,13.40644,2_room,2,56.6,3,6,modern_1990_2010,D,vorderhaus,modernisiert,True,True,False,Gesundbrunnen S,S Ringbahn,33,3.98,970,185,1155,17.14,False,1,1248
R024362,2022-10-20,Falkenberg,Lichtenberg,low,52.59322,13.52514,2_room,2,59.6,3,6,post_war_1949_1990,C,seitenflügel,renoviert,False,False,False,Hackescher Markt,Stadtbahn,141,13.13,398,219,618,6.68,True,3,667
R024363,2020-11-10,Wittenau,Reinickendorf,low,52.6031,13.33356,4_room,4,89.3,8,8,post_war_1949_1990,D,vorderhaus,renoviert,False,False,False,Wittenau U,U8,1,10.1,628,231,859,7.03,False,3,927
R024364,2025-03-26,Wannsee,Steglitz-Zehlendorf,high,52.42107,13.16547,3_room,3,74.3,4,5,new_post_2010,B,vorderhaus,renoviert,True,False,True,Nikolassee,S1,30,17.86,1582,254,1836,21.3,False,3,1983
R024365,2020-02-01,Wedding,Mitte,medium,52.5459,13.34186,1_room,1,47.1,0,3,post_war_1949_1990,D,seitenflügel,modernisiert,False,True,False,Heidelberger Platz,S Ringbahn,95,4.09,364,160,524,7.72,False,2,566
R024366,2020-07-21,Moabit,Mitte,medium,52.53906,13.33888,5_room_plus,5,158.6,1,8,altbau_pre_1949,E,hinterhaus,modernisiert,False,True,False,Innsbrucker Platz,S Ringbahn,75,3.65,1626,398,2025,10.25,False,3,2187
R024367,2022-03-20,Wannsee,Steglitz-Zehlendorf,high,52.41365,13.16644,2_room,2,45.9,3,5,post_war_1949_1990,A,vorderhaus,modernisiert,False,True,False,Wannsee,S1,1,18.31,1038,118,1156,22.64,True,3,1249
R024368,2025-08-17,Französisch Buchholz,Pankow,medium,52.60449,13.41464,3_room,3,55.0,0,4,post_war_1949_1990,G,vorderhaus,saniert,False,True,False,Klosterstraße,U2,110,10.12,412,173,584,7.48,False,2,631
R024369,2021-12-08,Rummelsburg,Lichtenberg,medium,52.50184,13.49502,1_room,1,38.5,4,8,modern_1990_2010,B,hinterhaus,saniert,True,True,False,Stadtmitte,U2,85,8.1,300,116,415,7.77,True,3,448
R024370,2023-03-31,Plänterwald,Treptow-Köpenick,medium,52.49159,13.46206,4_room,4,87.1,4,5,post_war_1949_1990,C,vorderhaus,renovierungsbedürftig,True,True,True,Warschauer Straße S,Stadtbahn,37,6.34,1199,358,1557,13.77,False,3,1682
R024371,2021-11-07,Marienfelde,Tempelhof-Schöneberg,low,52.41632,13.38407,2_room,2,63.4,5,5,modern_1990_2010,B,seitenflügel,kernsaniert,False,False,False,Mexikoplatz,S1,124,11.13,687,190,878,10.84,False,1,948
R024372,2025-11-07,Rudow,Neukölln,low,52.42028,13.48054,1_room,1,31.1,4,8,modern_1990_2010,C,vorderhaus,kernsaniert,True,False,False,Zwickauer Damm,U7,4,12.75,361,105,466,11.6,False,3,503
R024373,2024-01-10,Märkisches Viertel,Reinickendorf,low,52.60851,13.36179,4_room,4,75.1,1,5,modern_1990_2010,C,hinterhaus,renovierungsbedürftig,True,False,False,Hermannplatz U8,U8,167,10.31,662,292,954,8.81,False,3,1030
R024374,2021-01-31,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.54812,13.30425,4_room,4,91.4,4,4,post_war_1949_1990,D,vorderhaus,renoviert,True,True,True,Jungfernheide U,U7,6,6.1,1223,234,1458,13.38,False,2,1574
R024375,2026-03-15,Lichtenberg (Ort),Lichtenberg,medium,52.5244,13.49416,2_room,2,46.4,0,6,new_post_2010,A,hinterhaus,kernsaniert,True,True,False,Blaschkoallee,U7,98,7.93,501,157,658,10.79,False,2,711
R024376,2022-05-11,Blankenburg,Pankow,low,52.60182,13.43068,3_room,3,90.3,6,6,altbau_pre_1949,F,seitenflügel,saniert,False,True,False,Moritzplatz,U8,132,10.16,772,251,1023,8.55,False,3,1105
R024377,2025-06-29,Waidmannslust,Reinickendorf,low,52.60537,13.32349,4_room,4,103.9,1,6,new_post_2010,C,seitenflügel,modernisiert,True,True,False,Franz-Neumann-Platz,U8,50,10.56,1531,266,1796,14.74,True,3,1940
R024378,2021-09-17,Gatow,Spandau,medium,52.46824,13.17079,2_room,2,61.1,6,8,altbau_pre_1949,H,seitenflügel,renovierungsbedürftig,True,True,False,Johannisthaler Chaussee,U7,231,14.99,478,163,641,7.82,True,3,692
R024379,2024-06-14,Wedding,Mitte,medium,52.54233,13.35906,3_room,3,60.7,3,3,altbau_pre_1949,C,vorderhaus,modernisiert,False,True,False,Osloer Straße,U8,27,3.16,897,176,1073,14.77,False,3,1159
R024380,2021-09-22,Mahlsdorf,Marzahn-Hellersdorf,low,52.50313,13.63989,1_room,1,54.9,2,5,post_war_1949_1990,E,vorderhaus,modernisiert,False,False,True,Mehringdamm,U7,194,17.8,349,158,508,6.36,True,3,548
R024381,2021-11-02,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51706,13.4575,4_room,4,144.1,3,6,altbau_pre_1949,H,gartenhaus,renoviert,False,True,False,Alexanderplatz,U2,34,5.4,1904,403,2307,13.21,True,2,2492
R024382,2021-04-01,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51729,13.44411,1_room,1,30.6,4,5,post_war_1949_1990,D,vorderhaus,saniert,False,False,False,Mehringdamm,U7,66,4.5,364,106,469,11.86,True,3,507
R024383,2026-04-26,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51953,13.3182,3_room,3,76.7,1,4,post_war_1949_1990,E,vorderhaus,kernsaniert,True,False,False,Alexanderplatz,U2,93,4.04,1645,253,1898,21.44,True,3,2049
R024384,2025-10-30,Marienfelde,Tempelhof-Schöneberg,low,52.419,13.37973,1_room,1,29.5,1,6,new_post_2010,F,hinterhaus,kernsaniert,True,True,False,Theodor-Heuss-Platz,U2,148,10.82,351,81,432,11.88,True,2,466
R024385,2025-07-02,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53635,13.30009,1_room,1,33.2,3,5,altbau_pre_1949,D,vorderhaus,renovierungsbedürftig,False,True,True,Bismarckstraße,U7,33,5.7,576,102,678,17.36,True,3,732
R024386,2020-09-14,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.52152,13.30826,2_room,2,59.5,0,4,post_war_1949_1990,E,seitenflügel,kernsaniert,False,False,False,Fehrbelliner Platz,U7,39,4.73,752,161,912,12.64,True,3,985
R024387,2022-07-23,Gatow,Spandau,medium,52.48529,13.1933,4_room,4,93.8,5,5,post_war_1949_1990,G,vorderhaus,renoviert,False,True,False,Wilmersdorfer Straße,U7,109,12.95,503,372,875,5.36,True,3,945
R024388,2022-09-04,Friedrichsfelde,Lichtenberg,low,52.50738,13.48864,2_room,2,55.3,5,5,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,True,False,True,Kottbusser Tor U8,U8,81,7.57,572,279,851,10.33,False,2,919
R024389,2020-02-01,Mariendorf,Tempelhof-Schöneberg,medium,52.42605,13.36134,2_room,2,48.7,3,5,altbau_pre_1949,E,vorderhaus,modernisiert,False,True,False,Alexanderplatz,U2,114,10.1,642,177,819,13.19,True,3,885
R024390,2025-12-04,Hellersdorf,Marzahn-Hellersdorf,low,52.52566,13.60164,1_room,1,29.4,2,6,modern_1990_2010,E,hinterhaus,kernsaniert,True,False,False,Gesundbrunnen U,U8,179,15.19,253,83,337,8.61,True,3,364
R024391,2025-06-14,Buch,Pankow,low,52.64185,13.48079,1_room,1,43.8,1,6,post_war_1949_1990,D,vorderhaus,saniert,False,False,False,Gneisenaustraße,U7,213,15.6,402,126,528,9.18,True,3,570
R024392,2024-11-20,Hermsdorf,Reinickendorf,medium,52.6112,13.31646,2_room,2,49.9,1,8,post_war_1949_1990,A,hinterhaus,renoviert,True,True,False,Franz-Neumann-Platz,U8,89,11.34,574,182,756,11.51,True,3,816
R024393,2022-01-07,Westend,Charlottenburg-Wilmersdorf,high,52.51228,13.24684,3_room,3,122.6,4,5,altbau_pre_1949,G,gartenhaus,saniert,True,True,False,Botanischer Garten,S1,107,8.87,2113,341,2454,17.24,False,3,2650
R024394,2021-03-25,Wedding,Mitte,medium,52.53785,13.33896,1_room,1,41.8,5,5,altbau_pre_1949,F,vorderhaus,modernisiert,False,True,False,Märkisches Museum,U2,67,3.55,568,147,715,13.59,True,3,772
R024395,2021-02-20,Lankwitz,Steglitz-Zehlendorf,medium,52.42846,13.34061,2_room,2,46.5,1,5,post_war_1949_1990,C,seitenflügel,kernsaniert,True,True,False,Innsbrucker Platz,S Ringbahn,56,10.09,514,179,694,11.07,True,2,749
R024396,2021-04-12,Gesundbrunnen,Mitte,medium,52.55068,13.38602,4_room,4,110.6,2,4,altbau_pre_1949,G,vorderhaus,saniert,False,True,False,Gesundbrunnen U,U8,6,3.86,1284,333,1617,11.6,False,3,1747
R024397,2022-11-16,Gatow,Spandau,medium,52.47957,13.16679,3_room,3,73.4,2,4,post_war_1949_1990,E,vorderhaus,saniert,True,False,False,Mexikoplatz,S1,59,14.85,709,308,1017,9.65,True,2,1098
R024398,2023-07-10,Adlershof,Treptow-Köpenick,medium,52.4433,13.54834,2_room,2,46.0,1,3,post_war_1949_1990,H,vorderhaus,modernisiert,False,True,False,Blaschkoallee,U7,84,14.12,431,192,623,9.36,True,1,673
R024399,2022-02-24,Weißensee,Pankow,medium,52.54735,13.47752,5_room_plus,5,162.3,0,3,altbau_pre_1949,G,vorderhaus,saniert,False,False,False,Neukölln,U7,118,7.58,1611,616,2227,9.93,True,3,2405
