id,date_listed,year,month,year_month,ortsteil,bezirk,kiez_premium,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,has_lift,has_balcony,furnished,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur
R022214,2026-04-22,2026,4,2026-04,Mariendorf,Tempelhof-Schöneberg,medium,2_room,2,55.1,3,6,post_war_1949_1990,E,True,True,True,9.51,819,186,1005,14.87
R022215,2020-01-18,2020,1,2020-01,Grunewald,Charlottenburg-Wilmersdorf,high,5_room_plus,5,225.0,3,5,altbau_pre_1949,B,True,True,True,9.52,4430,873,5303,19.68
R022216,2022-12-28,2022,12,2022-12,Marienfelde,Tempelhof-Schöneberg,low,5_room_plus,5,220.3,4,4,post_war_1949_1990,G,True,True,False,11.34,2011,1046,3057,9.13
R022217,2023-12-21,2023,12,2023-12,Märkisches Viertel,Reinickendorf,low,2_room,2,81.6,5,5,post_war_1949_1990,H,True,True,False,9.02,463,303,766,5.67
R022218,2020-02-17,2020,2,2020-02,Grünau,Treptow-Köpenick,medium,3_room,3,76.5,0,6,post_war_1949_1990,C,True,True,False,17.18,890,291,1181,11.64
R022219,2024-09-21,2024,9,2024-09,Mariendorf,Tempelhof-Schöneberg,medium,2_room,2,46.0,3,5,new_post_2010,B,True,True,False,8.19,769,156,924,16.7
R022220,2022-01-25,2022,1,2022-01,Dahlem,Steglitz-Zehlendorf,high,3_room,3,80.0,2,5,post_war_1949_1990,E,False,True,False,8.45,1729,302,2031,21.62
R022221,2026-03-07,2026,3,2026-03,Gatow,Spandau,medium,2_room,2,62.2,4,5,post_war_1949_1990,G,True,False,False,13.63,456,239,696,7.34
R022222,2020-02-04,2020,2,2020-02,Konradshöhe,Reinickendorf,medium,4_room,4,113.0,2,4,altbau_pre_1949,E,False,False,False,13.81,914,399,1314,8.09
R022223,2025-09-06,2025,9,2025-09,Borsigwalde,Reinickendorf,low,2_room,2,70.2,5,5,modern_1990_2010,A,True,True,False,9.37,896,226,1122,12.76
R022224,2021-05-05,2021,5,2021-05,Mahlsdorf,Marzahn-Hellersdorf,low,1_room,1,31.7,0,3,post_war_1949_1990,C,False,False,False,15.89,193,116,308,6.08
R022225,2021-06-15,2021,6,2021-06,Mahlsdorf,Marzahn-Hellersdorf,low,3_room,3,98.2,1,6,post_war_1949_1990,F,True,True,False,17.29,477,357,834,4.86
R022226,2023-11-09,2023,11,2023-11,Friedenau,Tempelhof-Schöneberg,high,1_room,1,26.5,2,5,post_war_1949_1990,D,True,False,False,6.14,449,114,563,16.95
R022227,2020-11-20,2020,11,2020-11,Lichtenrade,Tempelhof-Schöneberg,low,4_room,4,75.6,3,4,altbau_pre_1949,G,False,False,True,13.96,443,197,640,5.86
R022228,2021-05-31,2021,5,2021-05,Konradshöhe,Reinickendorf,medium,1_room,1,43.3,4,4,new_post_2010,A_plus,True,True,False,13.49,605,163,768,13.98
R022229,2023-12-18,2023,12,2023-12,Wittenau,Reinickendorf,low,1_room,1,53.9,1,6,altbau_pre_1949,G,False,True,False,8.69,523,186,709,9.69
R022230,2021-10-24,2021,10,2021-10,Kreuzberg,Friedrichshain-Kreuzberg,high,3_room,3,107.6,6,8,post_war_1949_1990,D,True,True,False,2.39,1429,411,1840,13.28
R022231,2026-04-09,2026,4,2026-04,Spandau (Ort),Spandau,low,3_room,3,76.7,3,4,altbau_pre_1949,G,False,False,False,11.99,626,274,899,8.16
R022232,2023-08-13,2023,8,2023-08,Falkenhagener Feld,Spandau,low,3_room,3,65.4,3,6,new_post_2010,D,True,True,False,13.32,650,261,911,9.94
R022233,2024-09-30,2024,9,2024-09,Gesundbrunnen,Mitte,medium,3_room,3,67.9,3,4,altbau_pre_1949,C,False,True,False,3.3,991,267,1258,14.61
R022234,2024-04-25,2024,4,2024-04,Wartenberg,Lichtenberg,low,1_room,1,38.4,5,5,altbau_pre_1949,E,False,True,False,11.74,297,113,410,7.74
R022235,2021-11-08,2021,11,2021-11,Borsigwalde,Reinickendorf,low,4_room,4,128.7,1,4,post_war_1949_1990,C,False,True,False,8.37,1041,402,1444,8.09
R022236,2022-06-15,2022,6,2022-06,Buch,Pankow,low,1_room,1,36.4,3,6,modern_1990_2010,C,True,True,False,15.76,404,129,533,11.08
R022237,2021-08-02,2021,8,2021-08,Mitte (Ort),Mitte,high,4_room,4,116.1,2,5,altbau_pre_1949,E,False,True,False,2.76,2300,305,2605,19.81
R022238,2021-03-16,2021,3,2021-03,Haselhorst,Spandau,low,2_room,2,58.7,0,5,post_war_1949_1990,G,False,False,False,9.2,390,197,588,6.65
R022239,2023-02-20,2023,2,2023-02,Friedrichsfelde,Lichtenberg,low,2_room,2,56.2,1,4,post_war_1949_1990,F,True,False,False,10.09,475,290,765,8.44
R022240,2025-09-18,2025,9,2025-09,Kaulsdorf,Marzahn-Hellersdorf,low,2_room,2,50.4,2,5,post_war_1949_1990,F,False,False,False,14.23,340,161,501,6.75
R022241,2021-05-17,2021,5,2021-05,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,2_room,2,51.5,5,5,post_war_1949_1990,D,False,False,False,7.49,498,186,684,9.68
R022242,2025-07-17,2025,7,2025-07,Heiligensee,Reinickendorf,medium,2_room,2,51.6,5,5,modern_1990_2010,C,False,True,True,15.51,634,135,769,12.28
R022243,2024-10-27,2024,10,2024-10,Mariendorf,Tempelhof-Schöneberg,medium,3_room,3,93.5,4,6,post_war_1949_1990,G,False,False,False,8.84,913,302,1215,9.76
R022244,2024-04-22,2024,4,2024-04,Zehlendorf,Steglitz-Zehlendorf,high,3_room,3,84.8,4,8,altbau_pre_1949,E,False,False,False,12.3,1829,253,2082,21.58
R022245,2023-12-25,2023,12,2023-12,Lichtenberg (Ort),Lichtenberg,medium,1_room,1,45.4,3,6,new_post_2010,A,True,True,False,6.96,603,154,757,13.29
R022246,2022-10-18,2022,10,2022-10,Rummelsburg,Lichtenberg,medium,2_room,2,66.6,3,5,post_war_1949_1990,F,False,True,True,8.64,559,291,850,8.39
R022247,2023-12-19,2023,12,2023-12,Gesundbrunnen,Mitte,medium,2_room,2,70.8,4,6,altbau_pre_1949,D,False,True,False,4.83,909,246,1155,12.83
R022248,2026-04-23,2026,4,2026-04,Friedenau,Tempelhof-Schöneberg,high,4_room,4,139.2,3,3,altbau_pre_1949,F,False,False,False,6.62,3699,479,4178,26.57
R022249,2020-05-16,2020,5,2020-05,Staaken,Spandau,low,1_room,1,26.5,2,6,altbau_pre_1949,G,False,True,False,16.49,135,88,223,5.11
R022250,2024-03-16,2024,3,2024-03,Schmargendorf,Charlottenburg-Wilmersdorf,high,2_room,2,41.5,1,6,post_war_1949_1990,E,True,True,False,6.83,624,138,762,15.03
R022251,2021-11-12,2021,11,2021-11,Mariendorf,Tempelhof-Schöneberg,medium,4_room,4,124.6,2,6,post_war_1949_1990,C,True,False,True,8.62,908,472,1379,7.29
R022252,2022-07-03,2022,7,2022-07,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,59.4,1,5,post_war_1949_1990,D,True,True,False,15.66,457,231,688,7.69
R022253,2025-11-05,2025,11,2025-11,Steglitz,Steglitz-Zehlendorf,medium,3_room,3,133.1,4,5,post_war_1949_1990,G,True,True,False,7.07,1772,334,2106,13.32
R022254,2022-06-18,2022,6,2022-06,Wedding,Mitte,medium,2_room,2,74.8,1,5,altbau_pre_1949,G,True,True,False,4.12,778,241,1019,10.4
R022255,2024-09-21,2024,9,2024-09,Hellersdorf,Marzahn-Hellersdorf,low,2_room,2,65.5,3,4,post_war_1949_1990,B,False,False,False,15.49,417,235,651,6.36
R022256,2024-09-03,2024,9,2024-09,Staaken,Spandau,low,3_room,3,72.7,1,5,modern_1990_2010,B,True,True,True,15.52,902,229,1131,12.4
R022257,2020-11-13,2020,11,2020-11,Malchow,Lichtenberg,low,4_room,4,120.8,0,3,altbau_pre_1949,F,False,False,False,9.94,876,376,1253,7.26
R022258,2023-07-16,2023,7,2023-07,Schmöckwitz,Treptow-Köpenick,medium,1_room,1,37.1,1,4,altbau_pre_1949,G,False,False,False,26.09,325,171,496,8.77
R022259,2024-01-19,2024,1,2024-01,Gropiusstadt,Neukölln,low,2_room,2,86.2,0,5,post_war_1949_1990,H,True,False,False,10.23,541,219,761,6.28
R022260,2020-03-09,2020,3,2020-03,Rummelsburg,Lichtenberg,medium,3_room,3,110.7,5,6,altbau_pre_1949,F,False,True,False,8.7,1138,319,1457,10.28
R022261,2022-10-14,2022,10,2022-10,Wedding,Mitte,medium,2_room,2,70.9,3,5,post_war_1949_1990,E,False,True,False,5.31,899,341,1240,12.68
R022262,2020-01-19,2020,1,2020-01,Konradshöhe,Reinickendorf,medium,2_room,2,69.4,4,5,post_war_1949_1990,F,False,True,False,15.24,643,251,894,9.27
R022263,2020-09-20,2020,9,2020-09,Falkenberg,Lichtenberg,low,2_room,2,48.5,1,4,post_war_1949_1990,C,False,False,True,13.48,274,152,426,5.66
R022264,2020-09-06,2020,9,2020-09,Neukölln (Ort),Neukölln,medium,3_room,3,71.3,2,4,post_war_1949_1990,E,True,False,False,6.48,826,247,1073,11.58
R022265,2024-06-01,2024,6,2024-06,Spandau (Ort),Spandau,low,2_room,2,45.4,4,5,post_war_1949_1990,C,True,False,False,12.34,392,158,550,8.63
R022266,2023-04-17,2023,4,2023-04,Steglitz,Steglitz-Zehlendorf,medium,2_room,2,64.8,1,3,post_war_1949_1990,F,False,False,True,7.29,919,225,1144,14.18
R022267,2020-05-11,2020,5,2020-05,Märkisches Viertel,Reinickendorf,low,3_room,3,83.8,3,5,altbau_pre_1949,E,False,True,False,10.69,732,297,1029,8.73
R022268,2023-03-19,2023,3,2023-03,Mitte (Ort),Mitte,high,4_room,4,117.9,6,8,altbau_pre_1949,G,False,False,False,2.42,2719,553,3272,23.07
R022269,2025-04-12,2025,4,2025-04,Siemensstadt,Spandau,low,2_room,2,68.9,5,5,altbau_pre_1949,F,False,True,False,8.7,582,262,844,8.45
R022270,2026-04-10,2026,4,2026-04,Plänterwald,Treptow-Köpenick,medium,2_room,2,43.9,0,5,post_war_1949_1990,G,True,True,False,7.72,470,160,630,10.71
R022271,2026-03-08,2026,3,2026-03,Marienfelde,Tempelhof-Schöneberg,low,2_room,2,44.4,3,3,post_war_1949_1990,H,False,True,True,11.85,340,141,482,7.67
R022272,2021-08-24,2021,8,2021-08,Siemensstadt,Spandau,low,3_room,3,125.2,0,4,altbau_pre_1949,D,False,False,False,8.24,1145,482,1627,9.15
R022273,2024-09-30,2024,9,2024-09,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,105.0,0,6,modern_1990_2010,E,True,False,False,12.23,1624,306,1930,15.46
R022274,2025-05-29,2025,5,2025-05,Haselhorst,Spandau,low,1_room,1,34.3,2,5,altbau_pre_1949,G,False,False,False,10.51,345,114,458,10.06
R022275,2021-03-12,2021,3,2021-03,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,79.9,3,6,modern_1990_2010,D,True,True,False,12.45,707,284,991,8.85
R022276,2025-05-10,2025,5,2025-05,Halensee,Charlottenburg-Wilmersdorf,high,1_room,1,30.3,5,5,modern_1990_2010,A,False,True,False,5.31,719,91,810,23.75
R022277,2025-07-15,2025,7,2025-07,Mahlsdorf,Marzahn-Hellersdorf,low,1_room,1,47.1,1,6,post_war_1949_1990,G,False,True,False,15.52,319,126,445,6.77
R022278,2024-10-01,2024,10,2024-10,Buckow,Neukölln,low,4_room,4,112.2,3,4,altbau_pre_1949,G,False,False,False,10.14,856,372,1228,7.63
R022279,2025-09-16,2025,9,2025-09,Hohenschönhausen,Lichtenberg,low,3_room,3,62.4,3,5,altbau_pre_1949,C,True,True,True,8.53,830,162,992,13.3
R022280,2023-12-07,2023,12,2023-12,Hansaviertel,Mitte,high,2_room,2,86.2,1,6,altbau_pre_1949,E,False,False,False,2.25,1725,312,2037,20.0
R022281,2023-06-19,2023,6,2023-06,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,2_room,2,53.5,2,6,modern_1990_2010,D,False,True,False,6.33,910,209,1120,17.01
R022282,2020-06-27,2020,6,2020-06,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,86.5,6,8,new_post_2010,B,True,True,False,12.11,1070,226,1296,12.37
R022283,2023-06-06,2023,6,2023-06,Hermsdorf,Reinickendorf,medium,2_room,2,72.6,4,5,post_war_1949_1990,E,False,True,False,12.25,901,359,1260,12.4
R022284,2026-02-27,2026,2,2026-02,Siemensstadt,Spandau,low,2_room,2,48.0,4,4,post_war_1949_1990,F,True,True,False,8.83,455,123,578,9.48
R022285,2025-11-06,2025,11,2025-11,Nikolassee,Steglitz-Zehlendorf,high,4_room,4,140.5,3,3,altbau_pre_1949,E,False,True,True,15.28,2698,445,3143,19.2
R022286,2020-09-05,2020,9,2020-09,Lichtenberg (Ort),Lichtenberg,medium,3_room,3,70.4,3,3,post_war_1949_1990,G,False,True,False,8.53,443,234,677,6.3
R022287,2021-10-03,2021,10,2021-10,Tiergarten,Mitte,high,3_room,3,82.0,4,5,altbau_pre_1949,G,False,True,False,1.73,1692,206,1897,20.64
R022288,2025-06-10,2025,6,2025-06,Friedrichshain,Friedrichshain-Kreuzberg,high,2_room,2,49.8,0,5,altbau_pre_1949,C,True,False,True,5.05,1289,146,1435,25.89
R022289,2024-04-14,2024,4,2024-04,Wannsee,Steglitz-Zehlendorf,high,4_room,4,75.2,0,3,post_war_1949_1990,F,False,True,False,18.38,1342,248,1589,17.83
R022290,2021-07-01,2021,7,2021-07,Weißensee,Pankow,medium,2_room,2,74.1,0,5,altbau_pre_1949,F,False,False,False,6.83,944,218,1162,12.74
R022291,2025-09-03,2025,9,2025-09,Falkenhagener Feld,Spandau,low,2_room,2,77.7,2,6,post_war_1949_1990,G,False,False,False,12.82,391,279,670,5.03
R022292,2021-09-19,2021,9,2021-09,Schmargendorf,Charlottenburg-Wilmersdorf,high,3_room,3,58.6,0,5,altbau_pre_1949,E,False,False,False,6.92,1225,167,1392,20.92
R022293,2023-07-10,2023,7,2023-07,Nikolassee,Steglitz-Zehlendorf,high,5_room_plus,5,135.3,4,4,altbau_pre_1949,F,False,True,False,14.84,2066,473,2539,15.26
R022294,2023-08-27,2023,8,2023-08,Buckow,Neukölln,low,2_room,2,70.5,5,6,post_war_1949_1990,F,True,True,False,11.37,602,311,913,8.54
R022295,2021-11-01,2021,11,2021-11,Prenzlauer Berg,Pankow,high,4_room,4,136.8,3,8,altbau_pre_1949,H,False,True,True,4.06,2232,531,2763,16.32
R022296,2025-12-14,2025,12,2025-12,Friedenau,Tempelhof-Schöneberg,high,4_room,4,129.9,1,5,post_war_1949_1990,F,False,False,False,5.62,1769,344,2113,13.62
R022297,2025-05-25,2025,5,2025-05,Falkenberg,Lichtenberg,low,3_room,3,97.7,1,4,modern_1990_2010,E,True,True,False,14.93,1023,354,1377,10.47
R022298,2020-02-16,2020,2,2020-02,Wartenberg,Lichtenberg,low,2_room,2,78.5,0,4,new_post_2010,A_plus,False,False,False,11.8,580,212,792,7.39
R022299,2022-07-19,2022,7,2022-07,Falkenhagener Feld,Spandau,low,2_room,2,45.4,1,6,post_war_1949_1990,C,True,True,True,14.16,363,224,587,8.0
R022300,2021-08-08,2021,8,2021-08,Adlershof,Treptow-Köpenick,medium,2_room,2,52.4,3,4,altbau_pre_1949,D,False,True,False,14.59,608,201,809,11.62
R022301,2020-04-25,2020,4,2020-04,Wittenau,Reinickendorf,low,2_room,2,42.5,6,6,post_war_1949_1990,F,True,False,False,9.01,213,128,341,5.02
R022302,2025-12-17,2025,12,2025-12,Französisch Buchholz,Pankow,medium,3_room,3,93.2,4,6,altbau_pre_1949,F,False,True,False,9.66,1550,347,1897,16.62
R022303,2022-11-26,2022,11,2022-11,Schmargendorf,Charlottenburg-Wilmersdorf,high,1_room,1,34.8,2,5,post_war_1949_1990,F,False,False,False,8.82,445,164,610,12.8
R022304,2021-05-29,2021,5,2021-05,Treptow,Treptow-Köpenick,medium,2_room,2,63.2,2,3,altbau_pre_1949,F,False,True,False,6.12,745,180,926,11.79
R022305,2025-07-24,2025,7,2025-07,Siemensstadt,Spandau,low,1_room,1,42.6,4,4,modern_1990_2010,F,True,True,False,9.12,330,139,469,7.76
R022306,2021-05-31,2021,5,2021-05,Borsigwalde,Reinickendorf,low,4_room,4,67.9,1,6,post_war_1949_1990,G,True,False,True,10.02,467,225,692,6.87
R022307,2023-10-12,2023,10,2023-10,Friedrichshain,Friedrichshain-Kreuzberg,high,5_room_plus,5,184.2,1,8,altbau_pre_1949,H,False,True,False,6.0,3253,834,4087,17.66
R022308,2024-10-12,2024,10,2024-10,Rudow,Neukölln,low,4_room,4,120.1,0,4,altbau_pre_1949,D,False,False,False,13.94,1093,372,1465,9.1
R022309,2025-08-12,2025,8,2025-08,Wittenau,Reinickendorf,low,2_room,2,31.8,5,5,post_war_1949_1990,D,False,False,False,7.57,347,92,439,10.89
R022310,2021-10-26,2021,10,2021-10,Kaulsdorf,Marzahn-Hellersdorf,low,2_room,2,52.7,1,5,new_post_2010,B,True,True,False,14.43,354,170,524,6.72
R022311,2022-10-02,2022,10,2022-10,Kreuzberg,Friedrichshain-Kreuzberg,high,1_room,1,39.9,5,8,modern_1990_2010,D,False,False,True,2.32,822,184,1006,20.58
R022312,2020-11-23,2020,11,2020-11,Charlottenburg,Charlottenburg-Wilmersdorf,high,2_room,2,62.0,1,3,modern_1990_2010,C,True,False,False,4.26,841,237,1078,13.57
R022313,2023-12-08,2023,12,2023-12,Lankwitz,Steglitz-Zehlendorf,medium,2_room,2,50.1,0,4,post_war_1949_1990,E,True,False,False,8.51,568,221,789,11.32
R022314,2024-08-11,2024,8,2024-08,Gatow,Spandau,medium,2_room,2,69.1,5,5,modern_1990_2010,C,False,True,False,14.68,833,228,1061,12.06
R022315,2021-09-30,2021,9,2021-09,Wittenau,Reinickendorf,low,3_room,3,84.6,1,5,altbau_pre_1949,G,False,False,False,9.74,740,291,1031,8.75
R022316,2025-06-08,2025,6,2025-06,Mahlsdorf,Marzahn-Hellersdorf,low,1_room,1,46.4,1,4,post_war_1949_1990,C,True,True,False,16.55,298,129,427,6.41
R022317,2022-05-07,2022,5,2022-05,Lichterfelde,Steglitz-Zehlendorf,medium,2_room,2,65.3,6,6,altbau_pre_1949,F,False,True,False,10.44,901,234,1135,13.79
R022318,2022-10-29,2022,10,2022-10,Kreuzberg,Friedrichshain-Kreuzberg,high,3_room,3,90.3,0,3,altbau_pre_1949,G,False,True,False,3.04,1676,349,2025,18.56
R022319,2020-03-10,2020,3,2020-03,Malchow,Lichtenberg,low,3_room,3,106.0,1,5,modern_1990_2010,E,True,True,False,9.67,903,277,1180,8.52
R022320,2022-09-14,2022,9,2022-09,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,59.7,2,3,post_war_1949_1990,E,False,False,False,17.97,282,247,529,4.72
R022321,2024-05-22,2024,5,2024-05,Konradshöhe,Reinickendorf,medium,4_room,4,97.9,1,4,post_war_1949_1990,G,False,True,True,14.78,642,370,1012,6.56
R022322,2020-11-13,2020,11,2020-11,Westend,Charlottenburg-Wilmersdorf,high,4_room,4,121.3,4,4,modern_1990_2010,C,True,False,True,6.51,1515,313,1828,12.49
R022323,2020-01-21,2020,1,2020-01,Moabit,Mitte,medium,2_room,2,59.3,1,4,altbau_pre_1949,E,False,True,False,2.4,983,196,1179,16.57
R022324,2021-11-19,2021,11,2021-11,Grunewald,Charlottenburg-Wilmersdorf,high,2_room,2,41.6,2,5,post_war_1949_1990,D,False,False,False,9.46,646,109,755,15.51
R022325,2020-01-09,2020,1,2020-01,Gatow,Spandau,medium,3_room,3,84.1,4,5,altbau_pre_1949,F,True,False,False,13.84,590,236,826,7.02
R022326,2020-10-31,2020,10,2020-10,Treptow,Treptow-Köpenick,medium,3_room,3,64.9,8,8,altbau_pre_1949,G,False,True,False,6.1,496,221,717,7.64
R022327,2025-11-04,2025,11,2025-11,Marzahn,Marzahn-Hellersdorf,low,1_room,1,36.1,6,6,altbau_pre_1949,F,False,True,False,12.55,350,124,474,9.69
R022328,2020-05-09,2020,5,2020-05,Mitte (Ort),Mitte,high,3_room,3,106.7,1,8,altbau_pre_1949,G,True,False,False,2.91,1868,306,2175,17.5
R022329,2024-10-14,2024,10,2024-10,Moabit,Mitte,medium,3_room,3,83.7,0,3,altbau_pre_1949,F,False,False,True,3.81,1382,276,1658,16.52
R022330,2022-09-16,2022,9,2022-09,Haselhorst,Spandau,low,2_room,2,73.7,2,5,altbau_pre_1949,E,False,True,True,9.76,641,300,941,8.69
R022331,2021-09-30,2021,9,2021-09,Karow,Pankow,low,1_room,1,32.2,3,3,altbau_pre_1949,E,False,True,False,13.58,369,114,483,11.46
R022332,2023-07-30,2023,7,2023-07,Lankwitz,Steglitz-Zehlendorf,medium,2_room,2,47.0,2,8,altbau_pre_1949,G,False,True,False,10.64,628,241,868,13.37
R022333,2020-05-25,2020,5,2020-05,Weißensee,Pankow,medium,2_room,2,51.7,1,4,post_war_1949_1990,F,True,False,False,7.63,448,162,611,8.67
R022334,2022-12-27,2022,12,2022-12,Gropiusstadt,Neukölln,low,4_room,4,94.2,0,8,post_war_1949_1990,G,True,False,True,11.81,599,501,1099,6.36
R022335,2024-04-15,2024,4,2024-04,Hohenschönhausen,Lichtenberg,low,2_room,2,62.8,4,4,altbau_pre_1949,G,False,False,False,9.63,649,237,886,10.33
R022336,2021-12-18,2021,12,2021-12,Karlshorst,Lichtenberg,medium,1_room,1,20.0,4,5,modern_1990_2010,B,True,True,False,12.27,253,69,322,12.63
R022337,2020-11-13,2020,11,2020-11,Köpenick (Ort),Treptow-Köpenick,medium,3_room,3,97.3,1,3,post_war_1949_1990,F,False,True,False,16.01,633,282,915,6.5
R022338,2025-02-25,2025,2,2025-02,Zehlendorf,Steglitz-Zehlendorf,high,2_room,2,62.1,3,6,post_war_1949_1990,E,False,True,False,12.74,1268,229,1497,20.43
R022339,2024-04-24,2024,4,2024-04,Zehlendorf,Steglitz-Zehlendorf,high,3_room,3,60.6,1,6,post_war_1949_1990,F,True,True,False,13.05,933,175,1108,15.39
R022340,2020-07-09,2020,7,2020-07,Friedrichsfelde,Lichtenberg,low,2_room,2,56.1,5,6,modern_1990_2010,B,True,True,False,10.04,595,209,804,10.6
R022341,2023-03-28,2023,3,2023-03,Prenzlauer Berg,Pankow,high,3_room,3,107.2,3,6,modern_1990_2010,D,True,True,False,4.94,2504,385,2889,23.36
R022342,2022-04-19,2022,4,2022-04,Hohenschönhausen,Lichtenberg,low,2_room,2,49.4,3,4,altbau_pre_1949,D,False,True,False,9.84,498,180,678,10.06
R022343,2025-02-27,2025,2,2025-02,Rudow,Neukölln,low,3_room,3,91.7,1,6,post_war_1949_1990,C,False,True,False,13.42,1123,230,1352,12.24
R022344,2021-03-10,2021,3,2021-03,Hohenschönhausen,Lichtenberg,low,1_room,1,29.6,4,5,altbau_pre_1949,E,False,True,False,10.12,261,114,375,8.84
R022345,2023-08-25,2023,8,2023-08,Rummelsburg,Lichtenberg,medium,4_room,4,97.4,4,4,new_post_2010,A_plus,True,False,False,7.19,1533,379,1911,15.73
R022346,2022-04-22,2022,4,2022-04,Spandau (Ort),Spandau,low,2_room,2,58.2,1,5,post_war_1949_1990,B,False,True,False,12.22,371,218,589,6.37
R022347,2022-12-18,2022,12,2022-12,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,114.2,2,5,post_war_1949_1990,E,True,True,False,11.09,1292,510,1802,11.32
R022348,2025-09-01,2025,9,2025-09,Buckow,Neukölln,low,3_room,3,81.2,1,4,post_war_1949_1990,F,True,True,False,9.81,515,319,834,6.33
R022349,2022-06-03,2022,6,2022-06,Charlottenburg,Charlottenburg-Wilmersdorf,high,2_room,2,63.7,1,6,post_war_1949_1990,E,True,True,True,4.9,838,237,1075,13.15
R022350,2021-03-11,2021,3,2021-03,Friedrichshain,Friedrichshain-Kreuzberg,high,3_room,3,67.7,2,3,modern_1990_2010,C,True,True,False,5.64,1158,244,1401,17.09
R022351,2023-06-28,2023,6,2023-06,Marzahn,Marzahn-Hellersdorf,low,2_room,2,66.1,1,6,post_war_1949_1990,E,False,False,True,12.81,452,350,802,6.84
R022352,2025-02-11,2025,2,2025-02,Schmargendorf,Charlottenburg-Wilmersdorf,high,2_room,2,44.0,2,3,post_war_1949_1990,F,False,True,True,7.35,740,115,855,16.81
R022353,2024-11-13,2024,11,2024-11,Alt-Treptow,Treptow-Köpenick,medium,3_room,3,84.1,3,5,modern_1990_2010,C,True,True,False,5.13,1518,275,1793,18.05
R022354,2025-09-17,2025,9,2025-09,Gatow,Spandau,medium,3_room,3,92.6,4,4,altbau_pre_1949,D,False,False,False,14.92,998,283,1280,10.77
R022355,2024-09-07,2024,9,2024-09,Tiergarten,Mitte,high,1_room,1,37.4,3,3,altbau_pre_1949,F,False,True,True,2.44,874,122,996,23.36
R022356,2023-07-29,2023,7,2023-07,Falkenberg,Lichtenberg,low,2_room,2,37.5,0,4,altbau_pre_1949,G,False,False,False,13.69,226,129,355,6.01
R022357,2020-09-25,2020,9,2020-09,Siemensstadt,Spandau,low,1_room,1,39.9,5,5,modern_1990_2010,F,True,False,True,10.26,234,103,337,5.87
R022358,2024-05-25,2024,5,2024-05,Tempelhof,Tempelhof-Schöneberg,medium,2_room,2,56.6,2,3,post_war_1949_1990,G,False,True,True,5.4,439,217,657,7.76
R022359,2024-09-15,2024,9,2024-09,Lichtenberg (Ort),Lichtenberg,medium,3_room,3,90.8,2,5,post_war_1949_1990,E,False,False,False,8.98,911,259,1170,10.04
R022360,2022-11-02,2022,11,2022-11,Borsigwalde,Reinickendorf,low,1_room,1,47.5,7,8,post_war_1949_1990,H,False,True,False,9.92,326,229,555,6.86
R022361,2023-01-05,2023,1,2023-01,Kladow,Spandau,medium,1_room,1,31.6,8,8,post_war_1949_1990,E,True,False,True,17.26,249,166,414,7.87
R022362,2022-06-08,2022,6,2022-06,Hermsdorf,Reinickendorf,medium,2_room,2,48.7,3,6,post_war_1949_1990,D,True,True,False,11.35,561,144,705,11.53
R022363,2024-02-12,2024,2,2024-02,Friedrichshain,Friedrichshain-Kreuzberg,high,4_room,4,98.6,1,5,modern_1990_2010,D,True,False,True,5.26,1778,347,2124,18.04
R022364,2024-08-15,2024,8,2024-08,Waidmannslust,Reinickendorf,low,2_room,2,84.4,4,4,altbau_pre_1949,B,False,True,True,10.77,894,287,1181,10.59
R022365,2021-04-12,2021,4,2021-04,Plänterwald,Treptow-Köpenick,medium,1_room,1,46.1,4,4,modern_1990_2010,B,True,False,True,7.48,605,157,762,13.13
R022366,2025-02-08,2025,2,2025-02,Friedrichshain,Friedrichshain-Kreuzberg,high,3_room,3,80.5,1,3,altbau_pre_1949,D,False,True,False,5.65,1829,253,2082,22.71
R022367,2022-06-11,2022,6,2022-06,Wartenberg,Lichtenberg,low,2_room,2,59.9,3,3,new_post_2010,A,False,True,False,10.98,638,232,870,10.65
R022368,2022-12-28,2022,12,2022-12,Friedrichshagen,Treptow-Köpenick,medium,3_room,3,96.5,5,5,post_war_1949_1990,E,False,False,False,18.05,943,455,1398,9.77
R022369,2025-10-31,2025,10,2025-10,Lichtenrade,Tempelhof-Schöneberg,low,1_room,1,32.4,2,4,new_post_2010,B,True,True,False,13.72,493,101,594,15.2
R022370,2020-09-20,2020,9,2020-09,Staaken,Spandau,low,1_room,1,36.7,1,4,modern_1990_2010,D,True,True,False,15.76,301,98,398,8.19
R022371,2021-04-16,2021,4,2021-04,Lichtenberg (Ort),Lichtenberg,medium,3_room,3,107.8,8,8,new_post_2010,D,True,False,True,8.0,979,342,1321,9.08
